id_setor_censitario,sigla_uf,v052,v053,v054,v055,v056,v057,v058,v059,v060,v061,v062,v063
355030843000394,SP1,2,3,2,5,3,1,3,5,0,4,2,2
355030843000397,SP1,3,2,6,4,5,5,2,5,6,3,4,1
355030843000398,SP1,6,2,3,4,7,2,6,5,3,5,3,2
355030843000401,SP1,1,2,2,2,3,3,0,5,5,2,2,4
355030844000006,SP1,3,6,5,6,8,6,10,5,9,5,7,3
355030844000012,SP1,2,7,2,3,5,4,4,5,6,1,4,4
355030844000024,SP1,8,4,3,9,5,5,1,5,4,8,5,3
355030844000043,SP1,1,7,3,2,5,5,8,5,5,3,3,6
355030844000052,SP1,6,8,3,4,5,3,5,5,4,5,10,5
355030844000058,SP1,5,4,4,3,2,3,7,5,6,9,4,4
355030844000065,SP1,5,4,5,3,5,4,2,5,6,3,2,3
355030844000067,SP1,9,3,6,5,5,5,12,5,5,4,9,9
355030844000079,SP1,2,8,5,6,1,6,10,5,4,2,3,2
355030844000082,SP1,4,6,2,3,2,2,1,5,7,5,2,3
355030844000100,SP1,3,11,7,1,2,7,9,5,7,5,8,13
355030844000103,SP1,4,1,10,4,5,4,7,5,5,3,8,5
355030844000106,SP1,7,2,2,7,4,5,8,5,6,5,7,3
355030844000108,SP1,8,2,6,4,6,6,11,5,11,7,4,5
355030844000115,SP1,11,10,6,10,7,6,5,5,8,3,4,6
355030844000140,SP1,3,5,4,5,7,2,2,5,7,3,7,7
355030844000154,SP1,9,3,11,9,3,5,6,5,6,6,6,4
355030844000155,SP1,2,7,1,6,2,5,8,5,5,1,10,6
355030844000160,SP1,6,5,5,16,8,7,4,5,8,7,10,10
355030844000170,SP1,3,6,10,5,7,8,7,5,7,8,9,6
355030844000189,SP1,4,5,3,5,2,9,8,5,1,5,3,7
355030844000206,SP1,10,7,6,5,7,5,8,5,7,4,6,8
355030845000008,SP1,1,2,4,2,3,2,2,5,2,3,3,1
355030845000010,SP1,1,4,3,2,2,0,1,5,4,1,1,1
355030845000012,SP1,2,3,2,2,1,2,4,5,3,5,1,4
355030845000019,SP1,3,2,2,2,2,4,0,5,1,4,2,0
355030845000045,SP1,11,3,6,4,7,7,6,5,3,5,4,5
355030845000047,SP1,0,2,2,3,4,4,2,5,1,2,2,2
355030845000051,SP1,3,3,6,2,8,4,5,5,4,5,5,3
355030845000056,SP1,5,1,3,3,5,1,8,5,3,4,4,6
355030845000062,SP1,1,5,5,12,7,5,3,5,8,5,3,5
355030845000082,SP1,3,3,5,2,4,4,1,5,2,6,5,7
355030845000089,SP1,3,1,2,1,4,2,3,5,4,6,7,8
355030845000092,SP1,4,4,4,5,3,5,6,5,4,2,5,3
355030845000099,SP1,1,3,4,0,4,3,3,5,6,6,9,5
355030845000104,SP1,5,1,3,4,0,6,4,5,5,3,1,5
355030845000114,SP1,5,3,2,4,0,6,4,5,5,8,5,7
355030845000120,SP1,0,6,4,2,3,9,9,5,2,3,3,4
355030845000145,SP1,1,2,3,3,7,6,1,5,13,8,5,9
355030845000146,SP1,2,6,4,2,2,9,12,5,5,9,7,8
355030845000148,SP1,4,1,4,2,3,0,6,5,8,11,3,4
355030845000157,SP1,2,2,5,2,3,11,10,5,7,8,10,5
355030845000166,SP1,4,2,0,2,3,0,2,5,4,3,2,2
355030845000195,SP1,2,3,5,2,3,4,1,5,3,4,5,6
355030845000196,SP1,2,0,3,6,6,4,8,5,5,6,7,6
355030846000005,SP1,4,6,9,8,7,10,4,5,10,8,12,7
355030846000006,SP1,8,4,7,5,9,5,12,5,7,7,4,7
355030846000010,SP1,3,6,1,1,8,9,4,5,7,5,7,5
355030846000023,SP1,5,7,7,5,6,3,7,5,9,4,7,4
355030846000027,SP1,2,4,6,2,2,1,1,5,0,4,2,4
355030846000028,SP1,3,0,4,4,6,5,4,5,3,3,2,2
355030846000030,SP1,7,4,2,6,6,9,11,5,6,8,8,6
355030846000036,SP1,5,6,6,0,5,3,3,5,4,3,5,2
355030846000042,SP1,1,3,0,1,3,7,7,5,2,5,6,2
355030846000046,SP1,10,9,4,2,5,6,2,5,3,2,7,4
355030846000052,SP1,2,5,3,5,2,2,3,5,3,5,3,3
355030846000055,SP1,8,4,6,8,3,5,3,5,3,7,5,8
355030846000076,SP1,3,6,3,5,2,5,6,5,2,7,2,3
355030846000091,SP1,6,8,9,9,6,5,5,5,3,7,6,5
355030846000093,SP1,7,7,5,7,4,4,4,5,8,5,4,7
355030846000096,SP1,3,4,8,7,10,5,7,5,8,4,8,3
355030846000109,SP1,2,6,8,2,4,6,1,5,3,7,3,6
355030846000125,SP1,2,5,9,10,5,7,16,5,3,6,6,8
355030846000129,SP1,1,1,4,4,2,0,2,5,6,5,2,2
355030846000134,SP1,4,4,7,5,5,3,3,5,7,9,15,7
355030846000211,SP1,9,5,2,3,5,5,10,5,11,7,3,5
355030846000220,SP1,3,9,4,5,3,5,9,5,7,9,5,9
355030846000225,SP1,3,4,10,5,6,6,8,5,3,10,7,9
355030846000235,SP1,1,7,4,5,3,4,3,5,5,4,4,6
355030846000244,SP1,10,9,12,9,12,11,8,5,13,15,14,5
355030846000249,SP1,5,4,6,15,12,4,7,5,7,4,2,2
355030846000253,SP1,5,8,5,15,11,12,9,5,18,16,6,8
355030846000258,SP1,5,4,11,4,4,13,5,5,5,7,3,1
355030846000261,SP1,5,3,2,3,3,3,2,5,6,1,5,4
355030846000263,SP1,2,3,3,3,6,3,9,5,3,6,6,6
355030846000293,SP1,7,1,10,8,9,5,2,5,8,12,11,2
355030846000294,SP1,3,7,5,12,4,10,3,5,5,10,7,5
355030846000298,SP1,2,5,2,3,9,5,5,5,5,7,2,5
355030846000313,SP1,8,4,3,3,6,5,2,5,6,4,5,5
355030846000314,SP1,8,4,6,5,6,3,5,5,5,8,10,5
355030846000325,SP1,0,2,0,6,5,8,2,5,7,5,9,8
355030846000337,SP1,8,9,10,10,10,11,11,5,10,8,9,8
355030846000340,SP1,1,1,3,4,4,7,1,5,4,5,6,3
355030846000348,SP1,6,9,6,5,6,8,4,5,2,3,8,2
355030846000368,SP1,3,3,2,4,3,5,4,5,4,5,6,4
355030846000381,SP1,1,5,3,3,2,2,2,5,2,5,1,13
355030847000026,SP1,3,4,5,2,5,5,4,5,6,3,2,4
355030847000032,SP1,8,5,7,9,9,2,4,5,8,12,12,8
355030847000039,SP1,4,2,3,6,3,4,5,5,7,1,7,10
355030847000042,SP1,4,10,6,2,6,8,7,5,4,5,8,6
355030847000045,SP1,3,4,4,4,3,5,8,5,13,7,8,7
355030847000051,SP1,1,5,3,1,4,2,2,5,3,1,3,2
355030847000055,SP1,2,4,3,2,3,4,3,5,2,6,5,3
355030847000061,SP1,4,3,6,5,5,6,3,5,11,5,7,3
355030847000062,SP1,2,2,5,4,9,3,3,5,8,6,9,1
355030847000067,SP1,6,3,4,8,10,6,9,5,6,7,2,5
355030847000081,SP1,1,1,1,4,3,6,3,5,6,7,7,2
355030847000088,SP1,9,4,7,9,8,7,7,5,4,11,9,10
355030847000094,SP1,5,4,3,5,10,3,3,5,9,8,7,9
355030847000096,SP1,6,3,6,7,8,8,3,5,7,5,7,3
355030847000106,SP1,4,5,3,9,6,9,7,5,9,5,10,11
355030847000115,SP1,4,3,0,4,3,3,2,5,6,5,6,6
355030847000118,SP1,1,2,3,1,6,6,6,5,7,7,4,9
355030847000131,SP1,10,5,3,6,7,13,8,5,5,7,10,4
355030847000132,SP1,3,1,7,5,3,5,10,5,4,4,7,2
355030847000137,SP1,0,3,8,7,5,4,4,5,5,3,5,3
355030847000138,SP1,4,3,2,7,4,3,4,5,4,0,4,3
355030847000144,SP1,9,8,11,5,7,3,4,5,8,4,8,7
355030847000150,SP1,4,4,6,2,3,2,6,5,3,7,10,6
355030847000153,SP1,5,11,4,5,11,15,9,5,8,8,10,8
355030847000154,SP1,6,8,3,6,6,6,6,5,7,7,4,7
355030847000163,SP1,1,0,2,7,2,4,2,5,6,6,5,4
355030847000169,SP1,2,2,0,2,3,3,3,5,3,5,9,5
355030847000198,SP1,9,12,8,12,8,4,11,5,6,4,10,6
355030847000204,SP1,4,3,1,2,8,3,2,5,6,2,9,9
355030847000208,SP1,1,3,1,2,2,6,3,5,6,4,5,3
355030848000003,SP1,2,1,4,2,3,4,9,5,1,1,2,7
355030848000004,SP1,0,2,2,2,1,5,4,5,3,1,3,5
355030848000010,SP1,3,4,3,5,5,1,2,5,1,2,3,4
355030848000027,SP1,1,2,4,4,6,1,3,5,7,6,5,5
355030848000030,SP1,3,3,4,6,5,3,2,5,3,5,1,8
355030848000036,SP1,7,0,3,1,2,5,7,5,2,8,6,2
355030848000046,SP1,4,2,6,4,1,2,2,5,4,4,5,5
355030848000048,SP1,0,6,0,5,3,3,1,5,2,4,3,0
355030848000051,SP1,1,0,3,2,1,1,7,5,8,8,6,9
355030848000085,SP1,1,2,2,4,5,4,2,5,4,3,1,1
355030848000091,SP1,3,3,1,6,5,2,6,5,2,1,5,6
355030848000101,SP1,1,2,5,3,3,3,7,5,3,2,6,3
355030848000118,SP1,1,0,2,2,3,3,0,5,3,5,3,3
355030848000127,SP1,2,3,6,4,2,6,7,5,6,2,4,4
355030848000134,SP1,3,1,3,2,1,5,2,5,2,6,1,2
355030849000014,SP1,2,3,5,4,5,9,6,5,3,9,5,20
355030849000016,SP1,2,7,5,6,6,4,6,5,6,4,7,6
355030849000019,SP1,7,3,3,2,10,6,6,5,10,9,4,2
355030849000030,SP1,6,4,4,2,9,5,3,5,5,2,9,12
355030849000033,SP1,3,2,10,6,3,7,2,5,4,8,3,6
355030849000038,SP1,3,1,5,5,5,11,13,5,10,5,3,9
355030849000042,SP1,2,3,2,4,1,2,4,5,3,5,5,2
355030849000043,SP1,8,3,4,4,6,3,6,5,5,5,8,8
355030849000049,SP1,2,0,7,6,8,7,4,5,3,5,3,5
355030849000050,SP1,6,2,8,2,6,5,4,5,8,8,8,9
355030849000063,SP1,5,4,9,10,6,9,6,5,8,7,5,10
355030849000087,SP1,5,1,5,9,5,6,3,5,8,3,7,4
355030849000096,SP1,0,2,3,5,5,5,4,5,4,6,3,8
355030849000101,SP1,1,4,0,6,2,5,5,5,1,5,6,3
355030849000103,SP1,0,1,2,2,2,3,3,5,2,3,5,4
355030849000104,SP1,1,2,3,2,2,3,3,5,6,8,8,7
355030850000010,SP1,1,3,4,4,3,3,2,5,2,2,1,3
355030850000011,SP1,8,6,14,8,14,6,13,5,7,5,10,14
355030850000020,SP1,5,9,3,3,9,6,5,5,7,8,4,5
355030850000024,SP1,1,9,6,6,7,6,0,5,8,6,15,12
355030850000027,SP1,7,2,10,7,5,9,7,5,5,7,9,11
355030850000048,SP1,9,3,7,7,14,13,5,5,6,6,11,12
355030850000075,SP1,2,2,4,8,1,4,2,5,2,1,6,2
355030850000076,SP1,7,5,7,2,4,1,1,5,2,2,4,3
355030850000078,SP1,3,9,5,6,7,6,14,5,4,7,5,7
355030850000083,SP1,1,4,3,1,5,8,4,5,1,2,7,6
355030850000089,SP1,3,0,3,4,9,3,4,5,3,3,1,4
355030850000097,SP1,1,0,3,1,1,4,2,5,0,4,3,0
355030850000129,SP1,2,3,2,1,4,2,1,5,2,4,2,3
355030851000011,SP1,4,4,2,5,1,5,2,5,8,7,8,4
355030851000015,SP1,3,2,3,4,4,3,5,5,3,1,2,5
355030851000018,SP1,2,3,9,9,4,4,4,5,5,7,5,5
355030851000025,SP1,9,9,11,15,2,5,11,5,5,9,11,7
355030851000027,SP1,4,3,7,5,4,2,7,5,4,3,2,5
355030851000032,SP1,4,4,8,3,7,5,10,5,7,4,1,3
355030851000040,SP1,7,3,7,2,1,3,4,5,1,4,6,6
355030851000044,SP1,3,7,5,5,5,4,5,5,5,6,6,3
355030851000075,SP1,3,4,6,5,7,7,5,5,7,8,6,6
355030851000077,SP1,7,7,10,10,6,11,5,5,11,7,6,12
355030851000079,SP1,8,4,7,1,4,3,2,5,6,9,9,9
355030851000093,SP1,4,4,3,3,3,2,3,5,3,1,3,1
355030851000098,SP1,11,2,8,5,9,4,9,5,5,8,4,5
355030851000121,SP1,10,7,3,3,6,12,6,5,9,9,6,6
355030851000126,SP1,4,5,2,4,4,4,7,5,1,10,5,2
355030851000129,SP1,3,7,5,5,3,5,4,5,5,2,5,3
355030851000132,SP1,1,4,1,2,1,1,3,5,7,5,1,3
355030851000136,SP1,7,4,6,8,6,7,6,5,7,7,8,2
355030851000137,SP1,4,4,6,1,3,7,8,5,2,8,3,5
355030851000153,SP1,8,5,6,4,4,1,1,5,1,3,9,7
355030851000160,SP1,6,2,1,4,4,6,4,5,3,2,8,4
355030851000165,SP1,8,6,2,3,4,1,2,5,4,4,1,0
355030851000184,SP1,7,5,1,1,9,4,4,5,5,4,0,5
355030853000001,SP1,5,4,4,6,1,5,3,5,2,4,5,5
355030853000013,SP1,4,3,4,3,6,6,4,5,3,3,8,3
355030853000016,SP1,2,1,2,5,2,4,3,5,1,1,4,6
355030853000030,SP1,5,4,5,4,3,4,2,5,5,5,3,6
355030853000048,SP1,5,6,6,5,6,8,7,5,3,5,3,8
355030853000052,SP1,1,4,4,6,4,1,4,5,3,3,9,4
355030853000061,SP1,4,2,6,4,9,4,5,5,5,9,10,8
355030853000078,SP1,7,12,5,4,8,3,5,5,12,7,10,6
355030853000079,SP1,3,8,2,3,2,5,6,5,4,4,7,9
355030853000090,SP1,5,1,2,5,6,5,2,5,2,3,2,3
355030854000012,SP1,3,5,4,2,2,1,1,5,2,0,3,6
355030854000026,SP1,2,3,3,3,3,1,3,5,4,2,4,6
355030854000044,SP1,7,4,3,5,1,6,5,5,5,5,3,4
355030854000046,SP1,3,3,0,1,4,1,4,5,5,4,6,9
355030854000069,SP1,2,2,3,1,1,3,4,5,3,3,5,8
355030854000071,SP1,1,3,2,0,5,2,7,5,3,4,6,7
355030854000085,SP1,3,2,3,1,1,1,2,5,1,3,5,9
355030854000121,SP1,1,1,1,2,1,1,2,5,1,2,0,2
355030855000013,SP1,8,4,7,12,6,5,11,5,5,1,3,5
355030855000025,SP1,6,4,5,5,6,5,7,5,3,6,5,7
355030855000030,SP1,5,4,5,4,7,4,12,5,2,6,5,5
355030855000031,SP1,8,2,7,5,3,7,0,5,4,7,6,3
355030855000039,SP1,3,8,7,9,12,9,8,5,6,9,8,7
355030855000043,SP1,6,7,5,9,10,12,11,5,12,10,9,8
355030855000047,SP1,4,2,3,7,6,5,6,5,4,1,6,7
355030855000067,SP1,5,4,4,2,5,7,3,5,4,7,10,3
355030855000080,SP1,4,4,10,8,5,10,5,5,9,3,6,8
355030855000126,SP1,15,5,12,8,7,10,5,5,11,6,9,8
355030855000132,SP1,6,7,8,7,8,9,10,5,4,7,5,4
355030855000133,SP1,1,5,3,4,6,3,4,5,4,7,4,1
355030855000134,SP1,12,6,3,6,3,7,6,5,5,7,3,5
355030855000157,SP1,4,6,5,1,2,4,2,5,1,2,4,3
355030855000230,SP1,1,6,3,5,5,4,5,5,4,2,4,5
355030855000264,SP1,1,3,3,0,2,3,2,5,3,2,1,2
355030855000287,SP1,2,5,4,4,3,5,2,5,9,9,3,2
355030855000325,SP1,11,6,8,3,5,2,6,5,9,9,5,7
355030855000331,SP1,1,8,3,3,2,4,3,5,4,4,3,2
355030856000010,SP1,6,8,4,7,7,6,11,5,4,7,11,6
355030856000015,SP1,6,9,8,4,10,1,9,5,1,4,3,6
355030857000021,SP1,3,4,8,5,6,6,7,5,8,2,9,8
355030857000030,SP1,8,4,8,5,5,3,2,5,11,3,4,7
355030857000059,SP1,4,5,2,2,3,3,11,5,5,3,5,9
355030857000061,SP1,3,2,1,6,2,6,4,5,3,2,4,5
355030857000077,SP1,5,1,3,1,7,4,3,5,3,6,0,4
355030857000096,SP1,3,1,1,1,0,0,4,5,1,1,1,2
355030858000003,SP1,9,4,7,5,12,12,8,5,10,8,11,11
355030858000014,SP1,6,12,7,5,7,5,9,5,8,7,6,8
355030858000018,SP1,5,5,4,4,5,5,11,5,8,6,10,8
355030858000034,SP1,1,1,2,4,2,0,0,5,3,1,2,2
355030858000042,SP1,2,1,6,3,5,3,6,5,2,5,4,3
355030858000051,SP1,4,0,6,8,5,2,6,5,5,2,6,4
355030858000061,SP1,4,5,1,7,8,10,6,5,8,4,4,5
355030858000064,SP1,1,5,5,3,2,6,6,5,5,5,4,3
355030858000066,SP1,3,6,4,8,3,4,2,5,3,3,2,2
355030858000068,SP1,6,4,2,5,7,4,1,5,8,7,4,7
355030858000081,SP1,5,3,2,9,6,7,4,5,6,7,7,10
355030858000092,SP1,8,5,9,9,9,4,7,5,8,5,7,2
355030858000100,SP1,3,1,4,1,6,3,0,5,1,2,2,3
355030858000115,SP1,6,10,2,5,10,2,6,5,4,10,6,3
355030858000123,SP1,9,5,9,9,10,8,4,5,5,13,6,8
355030858000127,SP1,1,3,10,14,6,6,8,5,10,4,5,10
355030858000133,SP1,5,4,10,1,10,12,5,5,5,11,3,3
355030858000137,SP1,4,7,6,4,6,7,5,5,5,7,5,3
355030858000142,SP1,4,6,2,4,2,4,5,5,3,7,15,5
355030858000145,SP1,5,5,10,3,9,4,3,5,4,5,5,5
355030858000147,SP1,3,2,5,5,0,4,5,5,7,10,6,3
355030858000155,SP1,2,5,2,2,4,10,1,5,0,1,0,5
355030858000161,SP1,4,3,7,4,3,5,5,5,3,7,4,4
355030858000166,SP1,3,0,7,4,3,6,4,5,6,7,5,3
355030858000170,SP1,2,3,3,4,6,4,3,5,4,5,8,10
355030858000186,SP1,6,6,6,9,9,4,5,5,7,3,8,3
355030858000192,SP1,4,1,5,7,10,5,7,5,5,8,4,6
355030858000193,SP1,7,4,5,8,7,5,5,5,3,5,2,7
355030858000249,SP1,3,1,2,3,6,1,3,5,2,1,0,3
355030859000002,SP1,7,5,3,2,3,1,8,5,6,3,7,2
355030859000005,SP1,5,2,7,8,1,5,4,5,2,4,2,5
355030859000008,SP1,4,5,17,4,9,7,5,5,10,8,6,3
355030859000009,SP1,4,5,6,9,6,6,12,5,3,6,4,6
355030859000026,SP1,3,4,7,3,11,9,8,5,4,12,9,4
355030859000029,SP1,4,4,9,7,12,11,6,5,11,7,7,6
355030859000035,SP1,2,8,1,4,9,5,7,5,6,6,10,7
355030859000047,SP1,7,0,4,5,5,3,3,5,10,3,5,7
355030859000054,SP1,3,4,3,5,9,7,8,5,3,6,5,6
355030859000056,SP1,8,6,4,7,9,3,7,5,5,9,8,6
355030859000058,SP1,6,3,4,6,6,8,11,5,12,11,12,7
355030859000059,SP1,6,5,2,4,3,2,9,5,6,8,6,4
355030859000067,SP1,3,4,6,4,5,4,7,5,4,5,6,7
355030859000071,SP1,5,9,7,9,8,11,6,5,12,9,10,5
355030859000072,SP1,4,7,4,3,2,6,8,5,2,9,5,3
355030859000075,SP1,8,4,4,7,6,8,5,5,9,7,8,7
355030859000077,SP1,7,4,6,4,6,5,4,5,7,6,6,5
355030859000081,SP1,2,4,3,4,5,4,10,5,5,8,8,8
355030859000089,SP1,9,7,7,3,4,9,6,5,7,5,5,5
355030859000097,SP1,3,3,4,6,5,2,4,5,6,3,3,3
355030859000100,SP1,8,4,6,4,11,6,12,5,5,6,12,9
355030859000102,SP1,5,4,6,3,4,4,3,5,8,6,6,7
355030859000121,SP1,5,5,3,3,3,7,0,5,1,4,5,3
355030859000122,SP1,4,5,3,4,3,5,4,5,3,5,7,11
355030859000126,SP1,3,5,3,2,3,7,4,5,3,4,1,5
355030859000130,SP1,5,10,5,5,3,6,5,5,7,11,7,4
355030859000142,SP1,5,5,7,5,4,3,1,5,2,3,3,3
355030859000152,SP1,8,3,2,8,1,8,7,5,0,6,5,5
355030859000168,SP1,1,4,8,2,6,5,5,5,9,10,6,5
355030859000179,SP1,3,3,2,4,3,4,1,5,5,3,1,3
355030859000183,SP1,3,2,4,4,3,3,3,5,5,10,6,4
355030859000204,SP1,4,6,2,4,5,8,1,5,2,1,7,3
355030859000206,SP1,4,4,5,5,7,3,5,5,6,2,5,4
355030860000009,SP1,3,4,3,1,9,4,4,5,6,9,8,5
355030860000013,SP1,0,3,3,1,2,0,1,5,1,3,1,3
355030860000014,SP1,3,2,2,3,2,2,4,5,3,4,6,4
355030860000021,SP1,4,0,4,4,2,1,2,5,7,2,2,3
355030860000026,SP1,3,4,2,3,6,2,5,5,5,3,6,3
355030860000031,SP1,2,4,3,5,4,5,2,5,3,3,2,3
355030860000045,SP1,1,7,7,4,7,6,6,5,6,3,3,7
355030860000047,SP1,5,1,5,3,3,9,1,5,5,6,2,10
355030860000048,SP1,6,1,2,3,5,9,7,5,7,5,8,9
355030860000052,SP1,2,2,4,6,4,3,9,5,4,4,2,8
355030860000065,SP1,1,4,1,1,2,0,1,5,4,2,5,4
355030860000067,SP1,5,5,10,5,7,9,8,5,5,7,4,12
355030860000076,SP1,2,3,8,10,6,6,8,5,6,4,6,3
355030860000077,SP1,6,3,3,5,3,4,7,5,4,7,1,3
355030860000081,SP1,4,3,9,2,3,2,7,5,4,9,4,7
355030860000084,SP1,1,0,4,1,2,3,3,5,5,3,7,8
355030860000086,SP1,2,2,2,2,4,3,6,5,5,5,2,4
355030860000094,SP1,3,0,7,4,6,5,6,5,3,8,2,8
355030860000099,SP1,0,4,8,9,5,2,5,5,2,7,3,7
355030860000108,SP1,6,8,7,7,4,7,7,5,9,5,7,7
355030860000125,SP1,3,2,3,2,6,2,0,5,4,4,6,3
355030860000135,SP1,5,4,8,4,3,3,4,5,4,8,6,6
355030860000160,SP1,1,0,2,2,1,1,5,5,1,3,2,1
355030860000161,SP1,3,10,6,5,8,8,9,5,7,4,7,5
355030860000162,SP1,0,3,2,0,5,4,3,5,4,7,8,9
355030860000168,SP1,1,1,1,0,5,1,4,5,5,9,12,5
355030860000183,SP1,6,5,6,7,3,8,4,5,8,3,2,4
355030860000184,SP1,0,2,1,1,0,1,1,5,4,1,2,1
355030860000200,SP1,4,5,3,1,4,5,4,5,2,7,7,7
355030860000206,SP1,3,8,1,6,4,2,3,5,5,5,10,5
355030860000208,SP1,6,6,4,1,7,5,7,5,4,2,3,7
355030860000214,SP1,4,4,1,2,3,0,2,5,4,2,6,4
355030861000002,SP1,5,16,6,12,9,6,6,5,7,11,10,10
355030861000082,SP1,11,9,7,5,8,9,5,5,6,7,12,7
355030861000084,SP1,7,9,6,10,9,10,6,5,6,9,7,3
355030861000086,SP1,3,6,3,3,1,5,2,5,8,10,3,2
355030861000136,SP1,5,3,7,5,6,5,6,5,4,7,5,3
355030862000034,SP1,3,5,7,5,3,2,6,5,3,5,2,5
355030862000042,SP1,0,1,4,2,5,3,7,5,13,9,6,5
355030862000083,SP1,1,2,2,3,3,4,3,5,2,5,10,10
355030862000111,SP1,1,2,1,1,2,7,2,5,1,2,9,4
355030862000121,SP1,3,3,4,2,4,3,6,5,1,7,4,2
355030862000124,SP1,0,1,1,0,0,3,4,5,6,5,6,8
355030862000125,SP1,0,2,0,2,2,2,4,5,6,6,6,5
355030862000149,SP1,2,1,0,4,1,1,1,5,1,2,5,3
355030862000151,SP1,0,1,0,2,2,7,7,5,1,3,5,1
355030862000157,SP1,2,1,2,2,3,3,2,5,2,0,3,2
355030862000164,SP1,1,1,0,3,2,1,4,5,4,2,9,3
355030863000019,SP1,1,2,5,3,3,5,3,5,4,4,4,9
355030863000022,SP1,5,2,3,3,8,10,6,5,6,9,5,1
355030863000024,SP1,4,3,11,4,7,6,3,5,4,5,2,5
355030863000027,SP1,3,1,5,1,4,8,2,5,4,5,8,4
355030863000034,SP1,2,4,7,6,5,8,1,5,6,1,9,5
355030863000041,SP1,5,5,12,5,3,5,6,5,5,9,4,7
355030863000049,SP1,5,0,2,4,5,2,8,5,4,9,5,1
355030863000050,SP1,2,5,9,8,7,7,9,5,9,9,10,9
355030863000059,SP1,2,1,5,1,1,4,5,5,5,6,3,11
355030863000061,SP1,10,4,4,5,11,5,13,5,8,8,13,9
355030863000069,SP1,6,5,9,8,5,5,10,5,3,10,8,14
355030863000072,SP1,3,3,3,12,4,5,10,5,5,9,7,5
355030863000081,SP1,5,5,10,6,6,12,7,5,2,4,5,6
355030863000100,SP1,4,5,2,6,3,8,1,5,8,6,7,7
355030863000103,SP1,5,6,6,5,6,2,5,5,6,8,5,4
355030863000117,SP1,3,5,6,6,17,5,7,5,6,9,11,7
355030863000121,SP1,7,7,5,8,6,4,9,5,6,7,9,3
355030863000125,SP1,5,4,7,9,5,4,6,5,4,5,3,10
355030863000129,SP1,5,4,8,5,4,10,6,5,2,13,7,5
355030863000134,SP1,4,4,4,8,10,5,7,5,9,8,11,4
355030863000148,SP1,4,9,5,4,10,3,7,5,6,6,4,1
355030863000157,SP1,1,5,10,8,8,7,4,5,2,4,7,3
355030863000184,SP1,3,8,6,6,4,5,5,5,6,8,6,5
355030863000187,SP1,6,6,5,2,4,5,6,5,4,3,9,8
355030863000189,SP1,1,6,2,1,4,4,8,5,4,9,2,3
355030863000191,SP1,2,2,3,6,2,3,2,5,3,7,7,3
355030863000200,SP1,4,2,7,4,3,2,7,5,5,4,5,4
355030863000205,SP1,1,2,1,3,3,4,4,5,3,8,2,6
355030863000209,SP1,5,4,5,5,2,4,6,5,8,8,5,6
355030863000210,SP1,10,4,7,9,7,5,11,5,8,8,8,4
355030863000215,SP1,5,2,6,7,8,6,4,5,8,9,6,10
355030863000228,SP1,2,2,4,7,6,3,2,5,3,4,1,3
355030863000232,SP1,2,4,3,3,4,4,5,5,5,11,5,7
355030863000257,SP1,8,6,5,5,4,5,4,5,3,0,5,1
355030864000008,SP1,3,3,6,5,5,4,4,5,7,3,5,7
355030864000017,SP1,5,5,8,3,7,7,8,5,6,9,9,6
355030864000019,SP1,4,7,3,2,4,2,4,5,4,6,4,7
355030864000021,SP1,6,3,5,7,7,4,5,5,3,5,8,2
355030864000023,SP1,4,3,7,5,6,1,4,5,3,3,8,4
355030864000033,SP1,6,7,6,9,9,10,11,5,2,9,13,11
355030864000056,SP1,7,9,5,15,7,13,5,5,8,6,7,8
355030864000067,SP1,4,4,3,2,5,2,5,5,2,6,5,4
355030864000076,SP1,3,2,4,3,3,6,5,5,2,3,3,1
355030864000079,SP1,3,3,2,3,4,3,5,5,2,5,5,7
355030864000103,SP1,6,5,9,8,14,7,5,5,5,6,9,5
355030864000107,SP1,1,6,6,3,9,2,2,5,6,2,5,12
355030864000119,SP1,3,7,8,6,7,11,13,5,11,8,4,5
355030864000126,SP1,1,1,6,9,4,2,5,5,1,4,4,9
355030864000128,SP1,10,2,8,2,2,8,7,5,7,3,8,16
355030864000140,SP1,3,2,3,2,6,4,5,5,5,10,6,4
355030864000152,SP1,3,3,4,5,2,5,2,5,7,2,6,5
355030865000026,SP1,6,0,9,6,7,4,6,5,7,2,3,4
355030865000034,SP1,5,6,6,8,11,0,7,5,3,9,8,8
355030865000054,SP1,4,5,4,4,5,5,7,5,7,5,4,4
355030865000055,SP1,3,1,3,6,9,5,6,5,7,10,14,4
355030865000064,SP1,3,3,4,4,6,8,2,5,5,2,5,5
355030865000068,SP1,3,5,3,1,3,1,1,5,4,2,5,3
355030865000084,SP1,3,0,7,2,2,6,5,5,1,7,3,10
355030865000091,SP1,4,3,2,6,4,3,1,5,5,6,1,1
355030865000097,SP1,4,6,3,4,8,5,8,5,1,3,6,4
355030865000106,SP1,3,3,1,7,8,4,1,5,5,3,4,2
355030865000119,SP1,2,5,5,3,6,5,3,5,2,3,2,3
355030865000120,SP1,6,4,7,3,3,4,7,5,7,5,9,12
355030865000121,SP1,6,2,4,2,4,2,4,5,1,2,6,3
355030865000127,SP1,4,3,2,2,5,1,1,5,2,4,1,3
355030865000131,SP1,4,2,9,8,6,5,12,5,7,9,6,12
355030865000152,SP1,1,0,4,5,4,4,1,5,2,2,3,1
355030865000172,SP1,3,2,6,7,5,5,8,5,5,4,9,6
