id_setor_censitario,sigla_uf,v052,v053,v054,v055,v056,v057,v058,v059,v060,v061,v062,v063
354890613000067,SP2,3,0,1,2,2,0,0,1,1,0,1,0
354890613000073,SP2,1,4,2,1,1,0,0,1,2,0,0,0
354890615000003,SP2,0,1,0,1,3,2,3,1,1,2,2,1
354890615000004,SP2,2,1,1,2,1,2,1,1,2,1,2,2
354890615000008,SP2,1,2,4,2,2,3,3,1,0,2,3,2
354910205000009,SP2,1,3,3,4,2,5,5,1,2,1,1,1
354910205000014,SP2,2,1,2,3,5,3,5,1,7,1,3,4
354910205000058,SP2,6,6,2,4,5,2,4,1,6,4,5,2
354910205000065,SP2,5,4,5,6,2,3,7,1,5,6,4,5
354910205000072,SP2,4,8,3,1,8,4,6,1,2,4,2,1
354910205000106,SP2,1,3,1,3,0,1,2,1,3,3,0,0
354910205000107,SP2,3,3,2,2,2,5,1,1,1,2,3,1
354910205000108,SP2,2,2,0,2,5,3,2,1,1,2,5,0
354910205000113,SP2,0,1,1,1,0,0,0,1,0,0,1,1
354910205000116,SP2,3,3,2,3,1,2,2,1,3,3,0,5
354910205000119,SP2,2,1,1,2,1,0,1,1,1,1,1,0
354910205000123,SP2,4,3,1,1,0,2,5,1,7,1,5,7
354910205000125,SP2,2,0,0,1,0,2,0,1,1,0,2,4
354910205000126,SP2,1,4,4,2,3,2,9,1,7,8,4,4
354910205000141,SP2,6,0,1,3,3,3,2,1,4,5,4,4
354910205000143,SP2,0,0,0,1,0,1,3,1,1,1,1,0
354910205000144,SP2,1,0,0,0,1,0,0,1,0,0,0,0
354910205000149,SP2,0,2,0,0,0,1,2,1,0,0,2,0
354910205000151,SP2,0,0,0,0,0,0,1,1,0,0,2,1
354920105000005,SP2,1,2,3,2,1,0,3,1,3,2,0,1
354930005000005,SP2,0,0,2,0,0,2,1,1,1,1,1,0
354930005000009,SP2,2,6,1,4,2,3,4,1,5,6,2,1
354940905000064,SP2,0,1,0,0,0,0,0,1,0,0,0,1
354940905000071,SP2,0,1,0,0,0,0,1,1,0,1,0,1
354940905000072,SP2,0,2,0,0,1,0,0,1,0,0,0,0
354950805000012,SP2,1,3,1,1,3,1,2,1,6,2,0,4
354960705000003,SP2,5,6,1,5,4,4,7,1,5,2,6,4
354960705000005,SP2,2,0,2,2,1,2,2,1,3,3,0,6
354960705000006,SP2,4,3,3,0,3,1,2,1,5,5,3,1
354960705000010,SP2,2,1,3,0,1,1,1,1,1,1,1,2
354970605000004,SP2,4,1,3,3,4,3,3,1,3,3,3,7
354970605000038,SP2,7,4,5,6,9,10,3,1,7,3,5,5
354970605000064,SP2,0,1,1,2,0,1,0,1,1,1,0,1
354970605000070,SP2,2,2,0,1,1,0,0,1,7,1,1,1
354970605000071,SP2,2,1,3,2,0,4,0,1,3,1,4,1
354970605000082,SP2,2,2,0,0,1,2,1,1,0,4,3,0
354970605000086,SP2,1,1,2,1,1,1,4,1,1,1,1,0
354970605000088,SP2,5,6,5,5,4,4,4,1,4,6,9,4
354980505000004,SP2,1,4,3,2,1,0,1,1,4,3,1,0
354980505000006,SP2,2,2,1,1,3,2,3,1,4,1,0,3
354980505000033,SP2,2,2,1,6,3,7,5,1,3,1,0,1
354980505000049,SP2,4,3,5,4,6,2,7,1,5,1,3,6
354980505000071,SP2,1,6,2,3,3,2,2,1,2,2,3,2
354980505000234,SP2,3,5,2,3,5,9,8,1,3,7,0,7
354980505000276,SP2,3,6,3,2,1,2,2,1,4,5,7,3
354980505000277,SP2,2,0,3,2,3,3,1,1,1,6,6,6
354980505000431,SP2,4,3,2,3,8,3,5,1,1,3,2,0
354980505000434,SP2,3,3,5,3,2,3,4,1,3,1,2,2
354980505000466,SP2,2,3,3,2,4,3,1,1,4,6,7,4
354980505000472,SP2,6,3,7,8,3,9,6,1,6,9,9,9
354980505000483,SP2,8,2,4,4,7,6,6,1,5,4,3,2
354980505000496,SP2,3,1,1,0,0,0,1,1,2,3,3,1
354980505000500,SP2,3,3,0,1,3,0,6,1,3,6,8,7
354980505000502,SP2,0,1,0,1,0,0,1,1,0,1,0,2
354980505000514,SP2,1,1,1,1,0,0,0,1,1,2,1,2
354980505000515,SP2,0,1,1,3,0,1,1,1,0,0,1,2
354980505000519,SP2,2,1,4,3,1,3,2,1,4,7,7,9
354980505000525,SP2,4,4,5,1,3,7,4,1,8,6,4,2
354980505000534,SP2,1,3,3,1,2,1,3,1,2,6,4,7
354980505000557,SP2,0,0,1,2,1,1,0,1,0,0,0,2
354980505000568,SP2,1,1,1,2,3,1,2,1,2,0,3,0
354980510000004,SP2,0,0,0,0,1,0,0,1,0,0,1,2
354980510000018,SP2,2,2,1,1,2,1,3,1,3,4,5,4
354980510000028,SP2,4,2,4,5,8,4,6,1,10,2,2,4
354980510000033,SP2,0,1,2,2,1,0,1,1,0,2,4,1
354980520000009,SP2,1,3,6,2,2,3,0,1,0,4,1,1
354990405000013,SP2,1,4,3,3,1,2,6,1,0,6,5,3
354990405000026,SP2,2,1,0,2,1,3,2,1,0,0,2,4
354990405000028,SP2,5,2,1,2,3,4,4,1,0,1,5,3
354990405000053,SP2,3,4,3,7,7,5,3,1,9,9,16,7
354990405000089,SP2,3,1,3,2,2,6,3,1,1,3,5,5
354990405000124,SP2,1,2,3,3,3,0,4,1,6,1,0,3
354990405000125,SP2,2,0,6,1,6,4,3,1,4,6,5,0
354990405000168,SP2,3,6,0,4,2,1,3,1,2,2,4,0
354990405000171,SP2,2,3,4,4,3,7,1,1,2,2,2,0
354990405000200,SP2,2,2,6,2,3,2,0,1,1,1,2,2
354990405000205,SP2,0,4,7,8,1,5,5,1,7,3,3,4
354990405000222,SP2,4,2,2,1,2,1,4,1,3,1,5,1
354990405000223,SP2,1,3,0,1,1,0,2,1,2,2,3,4
354990405000243,SP2,2,4,6,5,5,2,4,1,3,2,1,2
354990405000285,SP2,0,0,1,0,1,0,2,1,4,1,7,7
354990405000342,SP2,2,3,4,3,0,4,4,1,2,1,3,5
354990405000347,SP2,5,6,8,5,4,7,9,1,7,9,6,8
354990405000403,SP2,0,1,0,0,3,1,4,1,0,2,2,1
354990405000491,SP2,7,3,6,5,7,7,5,1,1,1,7,1
354990405000497,SP2,1,2,0,1,3,0,1,1,0,2,2,0
354990405000510,SP2,1,0,1,0,1,1,2,1,1,3,2,0
354990405000533,SP2,5,2,6,4,5,4,4,1,5,4,10,9
354990405000614,SP2,2,3,3,3,2,4,4,1,7,6,1,8
354990405000645,SP2,9,5,2,7,4,4,4,1,5,1,3,0
354990405000648,SP2,2,0,2,1,2,1,3,1,2,0,2,2
354990405000654,SP2,5,2,4,3,1,0,1,1,2,0,0,0
354990405000657,SP2,1,2,0,1,2,0,2,1,0,2,1,0
354990405000664,SP2,3,3,1,2,1,3,3,1,4,7,6,6
354990405000669,SP2,3,2,0,1,1,0,1,1,3,1,0,0
354990405000683,SP2,2,0,0,1,4,1,2,1,1,2,5,0
354990405000685,SP2,0,0,2,1,1,1,2,1,0,5,5,2
354990405000687,SP2,4,5,3,5,5,0,2,1,2,1,3,4
354990405000690,SP2,2,1,1,0,1,1,2,1,2,5,7,5
354990405000695,SP2,1,3,4,5,5,2,7,1,2,6,4,5
354990405000720,SP2,0,1,0,0,2,0,4,1,6,6,4,4
354990405000725,SP2,2,0,1,3,5,1,0,1,1,1,5,4
354990405000740,SP2,3,1,1,1,2,2,3,1,1,5,6,2
354990405000741,SP2,1,0,1,1,1,3,1,1,2,0,3,3
354990405000744,SP2,1,2,0,0,2,4,2,1,0,4,3,3
354990405000747,SP2,1,0,1,1,1,2,3,1,1,1,0,1
354990405000753,SP2,1,0,2,2,1,1,1,1,0,2,1,4
354990405000754,SP2,0,0,0,1,0,0,1,1,0,2,2,0
354990405000777,SP2,1,0,3,1,3,3,5,1,0,1,4,6
354990405000779,SP2,3,2,3,2,3,0,3,1,5,5,5,7
354990405000813,SP2,4,2,6,2,0,0,2,1,2,2,2,2
354990405000836,SP2,1,5,2,6,3,3,3,1,1,2,0,2
354990405000841,SP2,2,1,0,0,1,0,3,1,2,9,4,5
354990405000842,SP2,2,0,0,0,1,0,3,1,1,5,4,7
354990405000843,SP2,2,8,4,4,6,2,5,1,6,12,7,6
354990405000848,SP2,0,4,3,7,4,5,3,1,0,1,0,0
354990405000858,SP2,4,2,5,4,4,3,4,1,2,4,5,7
354990405000865,SP2,0,0,1,1,1,0,2,1,3,6,2,1
354990405000869,SP2,4,4,4,5,4,2,4,1,5,1,2,1
354990405000884,SP2,2,0,0,0,0,1,0,1,1,0,0,2
354990405000890,SP2,3,1,2,4,2,0,2,1,1,0,3,5
354990405000919,SP2,2,1,0,1,0,3,2,1,0,0,2,2
354990405000920,SP2,4,2,3,1,0,1,1,1,1,3,3,1
354990405000925,SP2,3,1,4,2,3,3,2,1,3,3,9,10
354990405000929,SP2,0,0,0,0,0,2,0,1,0,0,0,0
354990405000931,SP2,0,0,0,0,1,0,1,1,1,0,0,0
354990405000932,SP2,0,4,0,0,3,0,0,1,2,2,2,2
354990405000937,SP2,4,4,3,3,3,2,3,1,0,5,5,2
354990410000005,SP2,7,5,6,5,6,5,2,1,3,1,3,4
354990410000008,SP2,4,5,6,3,5,6,3,1,6,3,2,2
354990410000096,SP2,0,0,0,0,0,0,1,1,0,1,0,0
354990410000102,SP2,3,1,2,2,1,0,1,1,2,5,4,4
354990410000106,SP2,0,2,2,3,3,2,5,1,5,4,7,2
354990415000003,SP2,1,0,1,1,2,2,1,1,1,0,4,0
354995305000010,SP2,6,2,2,7,0,3,7,1,5,4,5,4
354995305000014,SP2,3,0,2,0,2,1,2,1,1,1,1,2
354995305000017,SP2,3,1,2,1,3,3,2,1,1,1,0,2
354995305000018,SP2,2,3,0,0,2,3,3,1,2,2,0,0
354995305000020,SP2,0,1,0,0,0,0,0,1,0,0,0,1
354995305000027,SP2,2,1,3,1,2,0,1,1,1,2,1,0
355000105000005,SP2,7,4,3,4,5,5,5,1,6,4,2,3
355000105000012,SP2,3,3,3,3,4,2,4,1,7,4,5,5
355000105000013,SP2,1,0,1,0,6,0,1,1,3,4,3,2
355000105000016,SP2,0,1,1,1,0,2,0,1,1,1,0,2
355000105000018,SP2,0,1,1,0,0,0,0,1,0,1,0,0
355000110000001,SP2,5,6,3,4,6,6,5,1,2,6,1,4
355000110000002,SP2,0,1,0,0,1,1,0,1,2,1,1,0
355000110000006,SP2,0,0,0,0,2,1,0,1,3,0,1,0
355010005000001,SP2,0,0,1,1,1,0,0,1,0,2,1,2
355010005000005,SP2,0,4,2,4,2,1,4,1,3,2,2,0
355010005000007,SP2,4,4,4,1,1,1,3,1,2,1,5,1
355010005000011,SP2,2,4,1,2,5,4,2,1,1,0,2,2
355010005000021,SP2,2,3,3,2,2,1,0,1,0,4,3,1
355010005000022,SP2,2,0,1,0,1,3,2,1,0,1,0,1
355010005000066,SP2,1,0,0,0,0,1,1,1,0,2,0,1
355010005000069,SP2,0,0,1,0,0,1,2,1,3,3,3,2
355010005000075,SP2,2,1,0,0,1,0,1,1,0,1,0,0
355010010000006,SP2,4,1,1,5,3,1,0,1,1,1,0,2
355020905000002,SP2,7,8,9,8,9,9,15,1,6,7,10,8
355020905000009,SP2,6,4,6,3,7,3,7,1,4,10,5,8
355020905000012,SP2,7,4,7,5,6,5,5,1,7,3,4,3
355020905000013,SP2,10,6,8,12,7,4,8,1,5,5,8,3
355020905000022,SP2,1,2,1,3,3,0,1,1,1,2,2,2
355020905000035,SP2,4,2,1,2,1,1,0,1,1,1,0,2
355020905000046,SP2,0,0,0,0,0,0,1,1,1,1,0,1
355020915000001,SP2,0,1,1,1,1,2,5,1,2,1,5,6
355040705000001,SP2,4,1,2,1,1,4,2,1,1,2,1,0
355040705000008,SP2,0,1,2,2,2,1,0,1,1,0,3,0
355040705000010,SP2,5,1,1,5,2,5,5,1,3,5,5,0
355040705000011,SP2,1,1,4,3,1,0,3,1,3,1,6,2
355040705000042,SP2,1,0,0,0,0,0,0,1,0,0,0,0
355040705000047,SP2,1,1,0,1,1,0,2,1,1,1,1,3
355040705000056,SP2,1,3,1,3,3,1,3,1,0,0,4,3
355040705000058,SP2,5,4,4,3,2,8,3,1,2,5,2,2
355040705000066,SP2,1,0,1,0,1,0,2,1,0,0,0,1
355050605000008,SP2,2,2,2,3,3,2,1,1,4,4,1,5
355050605000012,SP2,6,2,2,2,1,0,1,1,2,2,1,4
355060505000054,SP2,5,3,4,4,2,4,4,1,4,2,3,3
355060505000057,SP2,0,1,5,1,4,4,1,1,2,1,1,2
355060505000070,SP2,1,3,1,1,3,4,3,1,3,3,1,4
355060515000005,SP2,4,1,3,2,2,0,1,1,0,1,1,1
355060517000009,SP2,1,0,0,1,0,0,4,1,3,5,3,0
355060517000013,SP2,1,0,0,0,2,0,2,1,2,5,1,0
355060520000005,SP2,1,3,2,6,3,4,3,1,0,2,2,1
355060520000011,SP2,1,2,0,1,2,0,0,1,0,0,0,0
355060520000012,SP2,3,1,4,3,5,3,4,1,5,5,0,4
355060520000017,SP2,2,1,3,2,2,2,1,1,0,2,1,3
355060520000018,SP2,1,5,2,2,2,1,0,1,3,2,3,2
355070405000020,SP2,1,1,0,0,0,0,0,1,0,1,0,0
355070410000021,SP2,2,2,2,1,1,5,5,1,1,1,3,4
355070410000031,SP2,1,3,0,2,2,1,3,1,1,3,1,1
355070410000040,SP2,3,6,7,8,3,3,3,1,2,5,6,5
355070410000055,SP2,1,1,2,1,0,2,1,1,0,0,2,1
355070410000063,SP2,2,0,2,0,3,1,3,1,6,2,1,1
355070410000064,SP2,1,0,0,0,1,0,1,1,2,0,1,2
355070415000001,SP2,7,6,3,7,7,7,6,1,5,5,7,2
355080305000018,SP2,2,4,3,2,4,3,4,1,7,2,6,2
355090205000001,SP2,3,6,4,4,4,5,3,1,4,6,5,4
355090205000011,SP2,1,2,0,2,2,2,6,1,5,6,5,8
355090205000023,SP2,1,1,4,0,4,2,3,1,0,1,3,0
355090205000024,SP2,3,0,2,2,3,1,0,1,0,1,4,0
355090205000025,SP2,4,0,1,0,5,2,2,1,4,4,3,1
355090205000026,SP2,2,0,1,0,0,0,1,1,2,1,0,1
355090205000027,SP2,1,2,2,4,2,3,4,1,2,0,1,1
355100905000002,SP2,4,2,3,1,5,4,3,1,1,3,4,4
355100905000005,SP2,4,1,2,2,4,5,2,1,4,5,2,6
355100905000008,SP2,2,6,4,7,5,2,10,1,5,6,3,3
355100905000029,SP2,4,9,6,6,3,10,5,1,7,9,7,9
355100905000035,SP2,4,7,1,3,2,5,3,1,2,4,9,6
355100905000040,SP2,2,5,2,6,5,4,5,1,4,6,9,4
355100905000064,SP2,3,1,1,5,2,4,3,1,5,3,2,2
355100905000071,SP2,2,2,1,4,2,7,2,1,4,4,1,2
355100905000072,SP2,0,0,2,4,1,1,2,1,1,2,1,4
355100905000075,SP2,3,3,0,1,2,3,1,1,2,4,1,3
355100905000081,SP2,0,2,3,1,4,1,3,1,3,1,6,3
355100905000088,SP2,0,2,2,0,2,1,2,1,3,4,0,2
355100905000116,SP2,2,1,0,4,1,0,2,1,3,3,2,1
355100905000120,SP2,1,1,0,0,0,4,0,1,4,4,1,1
355100905000154,SP2,2,2,2,5,2,6,2,1,0,3,3,2
355100905000169,SP2,7,8,3,2,4,6,7,1,4,6,4,5
355100905000186,SP2,3,0,1,3,4,8,5,1,3,4,2,4
355100905000234,SP2,5,7,3,4,5,2,9,1,5,0,3,4
355100905000269,SP2,2,3,3,6,1,4,6,1,5,8,10,6
355100905000322,SP2,1,1,2,2,5,1,2,1,3,1,6,2
355100905000366,SP2,2,5,9,5,4,7,5,1,5,3,6,4
355100905000392,SP2,1,1,1,0,0,2,0,1,0,1,0,3
355100905000402,SP2,2,1,0,0,2,2,0,1,2,0,3,0
355100905000421,SP2,2,0,0,2,0,3,1,1,1,2,0,2
355100905000431,SP2,1,3,1,2,2,1,0,1,1,0,2,0
355100905000434,SP2,1,2,2,4,3,5,5,1,2,6,6,3
355100905000436,SP2,6,3,6,2,6,4,4,1,4,3,4,6
355100905000449,SP2,1,0,1,1,2,1,1,1,2,0,0,1
355100905000465,SP2,1,2,1,2,5,0,4,1,4,1,1,3
355100905000469,SP2,4,4,3,4,4,1,3,1,7,3,6,2
355100905000472,SP2,5,2,2,1,1,0,2,1,1,2,3,1
355100905000474,SP2,3,0,3,1,3,0,0,1,2,1,0,2
355100905000482,SP2,1,3,1,0,0,3,3,1,0,3,2,2
355110805000004,SP2,5,5,9,6,5,3,8,1,4,8,8,5
355110805000008,SP2,6,4,7,3,2,3,5,1,2,0,2,3
355110805000010,SP2,5,8,2,5,4,3,5,1,2,4,1,3
355110815000003,SP2,2,0,2,1,1,2,3,1,1,1,2,1
355140505000014,SP2,2,1,0,3,2,2,1,1,1,4,3,3
355150405000035,SP2,2,5,2,2,3,3,3,1,4,5,2,2
355160305000018,SP2,1,2,3,3,2,4,1,1,4,1,2,3
355160305000035,SP2,1,1,1,2,0,0,1,1,2,0,0,0
355170205000002,SP2,1,1,0,0,1,1,2,1,2,1,1,2
355170205000060,SP2,1,2,7,5,5,7,5,1,11,7,9,9
355170205000072,SP2,4,6,2,5,6,2,3,1,4,8,4,3
355170205000077,SP2,3,2,4,5,6,6,2,1,6,3,4,4
355170205000103,SP2,4,2,2,3,5,3,12,1,6,9,5,10
355170205000128,SP2,1,5,3,4,3,3,5,1,4,2,2,1
355170205000129,SP2,0,0,0,1,1,1,0,1,0,2,2,2
355170205000169,SP2,0,3,5,1,2,2,4,1,4,4,1,4
355170210000009,SP2,2,0,1,0,0,0,1,1,0,0,1,0
355180105000012,SP2,1,1,1,0,0,1,2,1,1,0,0,0
355180105000013,SP2,1,3,2,1,3,3,2,1,1,1,3,1
355180105000016,SP2,3,2,2,0,3,4,1,1,3,2,1,2
355180105000027,SP2,1,2,1,1,2,2,1,1,1,0,0,1
355190005000012,SP2,2,3,1,4,2,4,0,1,2,2,1,2
355190005000016,SP2,5,1,5,1,0,1,0,1,2,1,2,2
355200705000007,SP2,0,0,0,2,1,1,0,1,1,1,0,0
355200705000011,SP2,0,1,1,3,1,2,1,1,1,2,1,0
355210605000027,SP2,2,1,2,4,1,1,1,1,3,2,4,1
355210605000031,SP2,6,3,6,9,8,4,5,1,7,7,6,5
355210605000036,SP2,4,1,3,5,7,6,5,1,0,6,2,7
355210605000038,SP2,1,0,1,1,0,0,0,1,2,0,0,1
355210605000045,SP2,6,0,4,1,3,4,3,1,4,6,4,3
355210605000060,SP2,4,3,3,3,0,2,6,1,6,3,5,6
355210605000064,SP2,5,6,0,2,2,5,5,1,4,5,3,1
355210605000065,SP2,5,0,3,1,5,2,0,1,3,3,2,2
355210605000073,SP2,1,0,1,0,1,1,0,1,2,1,0,0
355210605000075,SP2,0,2,1,2,2,0,3,1,2,1,0,1
355210605000078,SP2,0,0,1,0,2,1,0,1,0,3,0,1
355210605000084,SP2,0,0,1,0,0,0,1,1,2,0,2,1
355220505000004,SP2,2,1,2,1,2,2,1,1,0,1,2,1
355220505000006,SP2,1,0,1,1,3,4,0,1,1,2,0,1
355220505000008,SP2,5,2,5,2,3,2,4,1,2,5,1,6
355220505000014,SP2,0,8,1,3,5,1,8,1,1,3,0,2
355220505000015,SP2,0,0,0,0,1,0,1,1,0,2,0,1
355220505000018,SP2,0,2,1,0,2,1,0,1,0,1,3,1
355220505000020,SP2,2,2,1,1,0,1,1,1,0,1,1,1
355220505000061,SP2,3,4,4,2,4,1,8,1,1,4,1,7
355220505000097,SP2,6,3,2,4,1,1,5,1,3,4,1,4
355220505000107,SP2,0,0,0,0,1,3,0,1,0,3,1,1
355220505000136,SP2,7,5,1,4,5,6,6,1,5,5,6,7
355220505000289,SP2,6,6,6,4,2,11,7,1,10,10,7,6
355220505000534,SP2,5,5,6,9,5,11,7,1,4,6,5,6
355220505000610,SP2,8,5,8,6,2,4,4,1,3,5,5,3
355220505000621,SP2,1,0,0,0,1,1,0,1,2,0,0,0
355220505000628,SP2,0,1,0,0,0,1,1,1,2,1,0,0
355220505000631,SP2,0,0,0,1,0,0,1,1,0,0,1,0
355220505000644,SP2,4,3,6,3,4,6,3,1,5,2,3,6
355220505000656,SP2,0,0,2,0,1,1,0,1,1,1,3,0
355220505000661,SP2,5,4,4,7,5,2,5,1,7,1,4,3
355230405000008,SP2,0,0,0,0,0,0,0,1,0,0,0,0
355230405000012,SP2,0,3,2,0,0,2,4,1,0,0,1,1
355230405000013,SP2,0,0,2,4,1,1,4,1,1,6,3,1
355230410000002,SP2,1,2,0,0,2,1,2,1,0,1,2,1
355240305000001,SP2,0,2,2,0,1,1,1,1,2,4,2,2
355240305000032,SP2,5,7,3,0,2,7,4,1,7,5,7,5
355240305000100,SP2,1,3,4,6,5,3,5,1,2,0,4,1
355240305000118,SP2,6,2,4,0,2,3,7,1,10,7,5,13
355240315000001,SP2,4,10,5,2,2,8,4,1,4,3,2,5
355240315000028,SP2,1,4,8,2,8,8,10,1,3,9,8,6
355240315000148,SP2,1,0,2,1,1,0,0,1,0,1,0,0
355250205000032,SP2,2,0,2,1,5,5,1,1,5,4,2,2
355250205000087,SP2,5,5,1,4,5,5,3,1,1,0,4,1
355250205000133,SP2,3,4,4,2,2,5,3,1,2,6,7,1
355250205000145,SP2,1,2,0,1,2,0,1,1,0,0,1,1
355250205000151,SP2,4,0,7,2,2,2,6,1,6,8,3,4
355250205000162,SP2,5,2,4,3,9,5,4,1,1,6,5,1
355250205000183,SP2,8,13,7,10,11,8,6,1,12,8,5,7
355250205000198,SP2,1,6,3,3,6,5,2,1,6,8,4,9
355250205000211,SP2,6,3,3,2,1,3,4,1,3,3,6,6
355250205000213,SP2,2,4,5,2,3,0,1,1,2,2,3,4
355250205000217,SP2,3,5,6,10,6,6,6,1,1,9,4,9
355250210000008,SP2,3,7,6,13,7,9,7,1,3,8,3,5
355250210000076,SP2,9,2,10,14,8,4,8,1,4,4,6,6
355250210000087,SP2,8,4,4,8,4,4,2,1,3,1,7,3
355250215000015,SP2,1,3,2,4,5,1,5,1,3,4,3,1
355250215000022,SP2,0,2,5,2,1,3,4,1,1,1,2,1
355250215000029,SP2,1,5,4,1,3,3,4,1,1,1,2,0
355255105000005,SP2,1,4,3,2,1,1,3,1,1,4,5,0
355260105000013,SP2,0,1,2,2,0,3,1,1,5,4,4,2
355260105000015,SP2,0,0,1,0,0,3,2,1,1,1,2,2
355260105000020,SP2,1,0,2,2,1,2,1,1,0,0,1,1
355260105000021,SP2,3,2,0,0,0,2,1,1,2,1,1,2
355260105000023,SP2,0,2,2,0,0,1,1,1,1,0,0,1
355270005000001,SP2,1,0,2,2,4,4,4,1,3,1,4,6
355270005000014,SP2,6,2,3,4,3,4,7,1,6,7,6,8
355270005000015,SP2,0,3,7,2,0,0,5,1,5,3,3,1
355270005000017,SP2,1,1,1,3,1,4,0,1,2,0,0,1
355280905000108,SP2,7,5,9,9,8,8,5,1,7,6,3,7
355280905000147,SP2,2,0,4,1,2,3,2,1,1,2,2,2
355280905000156,SP2,10,2,6,9,10,11,7,1,12,7,7,10
355280905000167,SP2,10,5,4,6,8,5,3,1,9,10,10,7
355280905000180,SP2,3,3,1,4,6,2,2,1,5,6,7,3
355280905000251,SP2,4,2,2,3,2,2,2,1,3,7,11,4
355280905000252,SP2,7,5,4,2,6,6,4,1,4,7,7,5
355290805000011,SP2,0,0,0,0,0,0,0,1,0,0,2,0
355290805000012,SP2,0,0,0,0,1,0,1,1,0,0,0,1
355320305000007,SP2,3,2,1,1,1,2,2,1,3,3,1,0
355320305000008,SP2,0,2,0,3,4,1,3,1,3,1,2,3
355320305000009,SP2,0,1,0,0,0,0,0,1,1,0,0,0
355330205000030,SP2,0,0,0,1,1,0,1,1,2,0,0,1
355340105000011,SP2,7,8,2,8,3,3,4,1,8,7,4,3
355340105000025,SP2,0,2,0,2,0,2,1,1,2,1,2,1
355340105000037,SP2,0,2,0,1,1,1,1,1,0,2,2,0
355340105000038,SP2,0,0,1,2,3,2,0,1,4,1,1,2
355340105000043,SP2,0,0,0,0,1,0,1,1,0,0,1,0
355340110000002,SP2,1,2,1,2,6,1,3,1,3,1,1,3
355360905000003,SP2,7,6,8,5,6,5,4,1,3,4,4,0
355360905000008,SP2,2,3,3,4,1,3,1,1,3,2,3,1
355360905000012,SP2,0,1,0,0,1,1,0,1,0,0,0,0
355360905000014,SP2,4,3,2,1,5,5,1,1,3,2,1,3
355360905000016,SP2,4,1,2,2,2,2,3,1,2,1,3,0
355360905000019,SP2,5,3,1,3,7,5,4,1,2,3,6,3
355370805000002,SP2,4,3,2,4,4,5,4,1,1,4,5,5
355370805000009,SP2,3,5,2,6,4,4,2,1,4,5,12,4
355370805000013,SP2,5,8,6,7,5,4,4,1,4,6,7,9
355370805000052,SP2,2,3,0,1,4,0,4,1,0,2,3,1
355370805000055,SP2,1,3,0,1,0,2,1,1,1,4,1,1
355370805000056,SP2,3,1,1,1,1,1,1,1,1,5,1,1
355370815000003,SP2,1,1,3,1,3,0,6,1,4,4,3,1
355380705000001,SP2,0,4,1,3,3,4,3,1,5,4,3,0
355380705000031,SP2,2,1,1,0,1,2,1,1,1,1,0,0
355380705000035,SP2,2,3,3,1,7,3,3,1,2,3,2,0
355385605000008,SP2,4,4,2,2,4,4,1,1,3,3,4,3
355390605000012,SP2,0,2,1,0,0,1,0,1,1,1,3,2
355395505000013,SP2,1,0,1,0,0,2,0,1,0,0,1,1
355395505000018,SP2,4,2,4,2,3,2,3,1,2,3,2,0
355395505000024,SP2,0,0,1,1,0,0,1,1,0,1,1,0
355400305000011,SP2,8,1,3,2,4,3,4,1,0,1,4,2
355400305000024,SP2,1,1,1,2,1,2,1,1,2,0,1,0
355400305000042,SP2,9,4,5,8,4,4,9,1,5,10,8,6
355400305000055,SP2,3,0,1,4,4,1,4,1,6,3,6,6
355400305000057,SP2,1,1,1,1,2,1,2,1,1,1,6,3
355400305000072,SP2,4,7,9,4,4,7,4,1,10,12,7,10
355400305000105,SP2,4,13,8,6,9,6,3,1,6,6,9,7
355400305000111,SP2,0,1,8,3,0,3,5,1,3,4,2,4
355400305000116,SP2,0,4,0,1,1,4,0,1,1,2,0,1
355400305000118,SP2,1,2,2,3,2,4,2,1,4,2,2,2
355400305000119,SP2,0,0,0,0,1,1,0,1,1,1,0,1
355400305000139,SP2,3,1,0,0,1,0,0,1,0,1,1,1
355400305000150,SP2,1,3,2,3,1,0,3,1,0,2,2,1
355400305000151,SP2,4,3,4,0,2,1,1,1,3,3,3,4
355400305000162,SP2,4,1,3,1,2,2,5,1,3,2,4,3
355400305000168,SP2,3,7,2,4,5,10,5,1,2,7,3,8
355400305000170,SP2,0,1,2,1,2,2,5,1,3,0,1,0
355400305000177,SP2,2,1,0,2,0,0,0,1,1,0,0,1
355400305000179,SP2,0,1,1,1,1,0,2,1,1,2,1,1
355400305000189,SP2,3,0,0,0,1,1,3,1,2,3,2,2
355400305000190,SP2,2,0,1,2,3,2,3,1,1,4,0,0
355400305000191,SP2,2,1,1,0,3,0,5,1,0,0,1,2
355400305000193,SP2,0,0,2,0,1,2,1,1,1,0,2,2
355400305000198,SP2,0,0,2,1,0,0,1,1,3,3,4,1
355400305000199,SP2,0,0,2,0,0,0,1,1,0,0,0,2
355400305000206,SP2,1,0,0,0,0,1,2,1,0,0,1,0
355400305000207,SP2,1,0,1,1,3,0,1,1,1,1,0,0
355400305000212,SP2,1,4,1,2,4,2,0,1,0,1,4,2
355400305000217,SP2,1,3,2,1,0,4,2,1,2,2,2,3
355400305000221,SP2,1,2,0,1,2,1,1,1,3,1,0,0
355400305000226,SP2,7,7,4,2,4,7,3,1,7,3,4,4
355400305000232,SP2,5,1,2,0,2,4,0,1,1,3,0,1
355400305000234,SP2,1,2,0,1,2,2,1,1,0,3,0,3
