id_setor_censitario,dom_alugados
353940005000013,
353960805000008,
353960805000011,
353990505000010,
353990505000015,
354010105000005,
354010105000006,
354025905000004,
354025905000007,
354025905000010,
354025905000012,
354050705000005,
354050705000010,
354050705000012,
354060605000020,
354060605000044,
354070505000047,
354070505000061,
354075405000006,
354075405000017,
354080405000014,
354080405000029,
354080405000030,
354085305000004,
354085305000008,
354100005000181,
354100005000273,
354100005000306,
354100005000400,
354100010000026,
354100010000095,
354100010000096,
354100010000099,
354120805000025,
354120805000026,
354130715000007,
354130715000008,
354130715000010,
354130715000012,
354140605000090,
354140605000095,
354140605000137,
354140605000139,
354140605000306,
354140605000308,
354150505000047,
354150505000049,
354150505000064,
354170305000020,
354170305000021,
354170305000030,
354170305000033,
354190105000009,
354190105000010,
354220605000037,
354220605000051,
354230505000018,
354230505000019,
354240405000020,
354240405000022,
354240405000028,
354240405000034,
354250305000009,
354250305000014,
354320405000012,
354320405000013,
354323805000007,
354323805000009,
354340205000632,
354340205000792,
354340205000802,
354340205000804,
354340210000022,
354340210000031,
354360005000005,
354360005000007,
354390705000197,
354390705000244,
354390705000259,
354390705000265,
354390705000266,
354390705000267,
354390710000002,
354390710000004,
354420205000011,
354420205000013,
354425105000040,
354425105000044,
354450905000003,
354450905000004,
354450905000007,
354450905000016,
354460805000007,
354460805000014,
354480605000008,
354480605000010,
354480605000012,
354480605000013,
354480605000020,
354490505000009,
354490505000011,
354500105000012,
354500105000015,
354510005000007,
354510005000014,
354520905000051,
354520905000120,
354520905000122,
354540705000011,
354540705000013,
354550605000004,
354550605000007,
354560505000016,
354560505000017,
354560505000021,
354560505000022,
354570405000007,
354570405000016,
354580305000231,
354580305000237,
354580305000245,
354580305000252,
354610805000003,
354610805000004,
354625605000004,
354625605000005,
354630605000032,
354630605000036,
354630605000040,
354630605000048,
354640505000006,
354640505000070,
354640515000001,
354640515000002,
354660305000033,
354660305000050,
354660305000051,
354670205000006,
354670205000014,
354670205000030,
354670205000045,
354700705000007,
354700705000008,
354730405000024,
354730405000067,
354750205000030,
354750205000037,
354765005000003,
354765005000006,
354770005000035,
354770005000036,
354770005000039,
354770005000040,
354780905000119,
354780905000235,
354780905000278,
354780905000336,
354780905000442,
354780905000449,
354780905000453,
354780905000584,
354780905000815,
354780905000816,
354780905000826,
354780905000836,
354780905000878,
354780905000885,
354780905000913,
354780905000916,
354780908000138,
354780908000141,
354780908000158,
354780908000161,
354780910000016,
354780910000019,
354780910000020,
354805405000009,
354805405000013,
354805405000014,
354805405000015,
354805405000023,
354820305000008,
354820305000009,
354820305000010,
354830205000006,
354830205000010,
354840105000008,
354840105000009,
354850005000203,
354850005000660,
354870805000228,
354870805000229,
354870810000004,
354870810000009,
354870810000031,
354870810000043,
354890605000031,
354890605000167,
354900305000004,
354900305000007,
354910205000111,
354910205000121,
354930005000008,
354930005000010,
354940905000051,
354940905000054,
354940905000067,
354940905000076,
354940905000078,
354960705000011,
354960705000012,
354970605000060,
354970605000066,
354970605000068,
354970605000095,
354970605000096,
354980505000195,
354980505000392,
354980505000410,
354980505000517,
354980505000538,
354980505000539,
354980505000540,
354980505000544,
354980510000003,
354980510000024,
354980510000025,
354980510000031,
354980520000008,
354980520000010,
354990405000154,
354990405000485,
354990405000619,
354990405000655,
354990405000701,
354990405000750,
354990405000757,
354990405000758,
354990405000792,
354990405000795,
354990405000808,
354990405000845,
354990405000846,
354990405000847,
354990405000885,
354990405000894,
354990405000928,
354990410000011,
354990410000012,
354990410000030,
354990410000094,
354990410000107,
355000110000004,
355000110000005,
355010005000056,
355010005000057,
355010005000065,
355010010000004,
355010010000010,
355020905000032,
355020905000043,
355020905000044,
355020915000003,
355020915000006,
355040705000041,
355040705000045,
355060515000002,
355060515000009,
355060520000010,
355060520000020,
355070405000037,
355070405000038,
355070410000041,
355070410000042,
355100905000236,
355100905000268,
355100905000272,
355100905000283,
355100905000284,
355100905000473,
355120705000005,
355120705000009,
355140505000011,
355140505000016,
355170205000119,
355170205000164,
355170205000168,
355180105000019,
355180105000022,
355190005000019,
355190005000023,
355210605000076,
355210605000077,
355240305000088,
355240305000111,
355240305000136,
355240315000147,
355250205000063,
355250205000200,
355250210000084,
355250210000109,
355260105000027,
355260105000028,
355270005000025,
355270005000026,
355280905000059,
355280905000130,
355310405000010,
355310405000011,
355330205000036,
355330205000039,
355330205000042,
355330205000043,
355340105000029,
355340105000031,
355365805000005,
355365805000006,
355380705000026,
355380705000027,
355390605000007,
355390605000009,
355400305000095,
355400305000126,
355400305000137,
355400305000142,
355400305000164,
355400305000230,
355400305000277,
355400305000278,
355400305000288,
355400305000290,
355400305000293,
355400305000297,
355400305000300,
355410205000322,
355410205000340,
355410205000359,
355410205000365,
355410205000368,
355410205000398,
355410205000412,
355410205000421,
355410210000018,
355410210000053,
355410210000067,
355410210000069,
355430005000034,
355430005000039,
355450805000005,
355450805000037,
355470605000010,
355470605000011,
355480505000027,
355480505000043,
355480505000046,
355480505000068,
355480505000078,
355480505000080,
355480505000083,
355490405000006,
355490405000008,
355500005000006,
355500005000100,
355510905000018,
355510905000030,
355530705000005,
355530705000006,
355540605000107,
355540605000129,
355540605000136,
355540605000142,
355540605000157,
355540605000161,
355540610000002,
355540610000006,
355540610000012,
355540610000013,
355600805000013,
355600805000017,
355630505000032,
355630505000040,
355630505000041,
355630505000044,
355640405000052,
355640405000054,
355640405000056,
355660205000021,
355660205000022,
355680005000018,
355680005000026,
355680005000032,
355680005000033,
355715405000003,
355715405000005,
355030803000049,0
355030803000050,0
355030803000066,0
355030803000073,0
355030803000087,0
355030803000104,0
355030803000107,0
355030807000081,0
355030807000097,0
355030808000070,0
355030809000044,0
355030810000045,0
355030810000055,0
355030811000048,0
355030811000334,0
355030811000382,0
355030811000386,0
355030812000052,0
355030812000125,0
355030812000126,0
355030812000146,0
355030813000174,0
355030813000206,0
355030813000209,0
355030815000003,0
355030816000067,0
355030816000104,0
355030816000114,0
355030816000117,0
355030816000128,0
355030817000206,0
355030817000239,0
355030817000240,0
355030817000242,0
355030817000250,0
355030817000251,0
355030817000262,0
355030817000287,0
355030817000290,0
355030817000309,0
355030818000134,0
355030819000090,0
355030819000140,0
355030819000147,0
355030819000218,0
355030819000228,0
355030819000411,0
355030819000414,0
355030822000096,0
355030823000034,0
355030823000138,0
355030823000216,0
355030823000254,0
355030823000257,0
355030825000224,0
355030825000233,0
355030825000241,0
355030825000244,0
355030825000265,0
355030825000267,0
355030825000281,0
355030825000285,0
355030825000297,0
355030825000328,0
355030825000332,0
355030825000333,0
355030825000336,0
355030827000182,0
355030829000230,0
355030829000233,0
355030830000137,0
355030830000139,0
355030830000280,0
355030830000335,0
355030830000358,0
355030830000394,0
355030830000421,0
355030830000446,0
355030830000450,0
355030830000460,0
355030830000484,0
355030830000506,0
355030830000522,0
355030830000523,0
355030830000528,0
355030830000529,0
355030830000532,0
355030830000537,0
355030830000541,0
355030830000542,0
355030830000544,0
355030830000554,0
355030830000572,0
355030830000582,0
355030830000587,0
355030830000591,0
355030830000592,0
355030830000594,0
355030830000596,0
355030830000599,0
355030830000601,0
355030830000617,0
355030830000674,0
355030831000123,0
355030831000145,0
355030831000162,0
355030831000167,0
355030833000099,0
355030833000107,0
355030833000109,0
355030833000166,0
355030833000175,0
355030835000194,0
355030835000195,0
355030836000170,0
355030836000178,0
355030836000249,0
355030836000303,0
355030836000304,0
355030836000313,0
355030836000348,0
355030836000349,0
355030837000034,0
355030837000069,0
355030837000132,0
355030837000133,0
355030838000078,0
355030838000128,0
355030838000163,0
355030838000198,0
355030838000230,0
355030838000311,0
355030838000312,0
355030838000319,0
355030838000320,0
355030838000324,0
355030838000325,0
355030838000326,0
355030839000004,0
355030839000023,0
355030839000028,0
355030839000051,0
355030839000068,0
355030839000115,0
355030841000015,0
355030841000048,0
355030841000053,0
355030841000061,0
355030841000087,0
355030842000088,0
355030842000150,0
355030842000218,0
355030842000225,0
355030842000237,0
355030842000239,0
355030842000243,0
355030842000245,0
355030842000246,0
355030842000258,0
355030842000268,0
355030843000204,0
355030843000313,0
355030843000366,0
355030843000413,0
355030844000117,0
355030845000067,0
355030846000050,0
355030846000084,0
355030846000085,0
355030846000334,0
355030846000349,0
355030847000187,0
355030847000197,0
355030847000200,0
355030847000201,0
355030848000008,0
355030850000113,0
355030851000150,0
355030852000011,0
355030852000016,0
355030852000019,0
355030852000026,0
355030852000030,0
355030852000044,0
355030852000053,0
355030852000059,0
355030852000063,0
355030852000064,0
355030852000071,0
355030853000105,0
355030853000127,0
355030854000010,0
355030854000053,0
355030854000064,0
355030854000077,0
355030854000101,0
355030854000103,0
355030854000126,0
355030854000129,0
355030855000049,0
355030855000072,0
355030855000106,0
355030855000107,0
355030855000109,0
355030855000148,0
355030855000155,0
355030855000193,0
355030855000205,0
355030855000213,0
355030855000224,0
355030855000232,0
355030855000235,0
355030855000245,0
355030855000256,0
355030855000258,0
355030855000277,0
355030855000283,0
355030855000285,0
355030855000300,0
355030855000301,0
355030856000023,0
355030856000026,0
355030858000034,0
355030858000108,0
355030858000172,0
355030858000183,0
355030858000219,0
355030858000222,0
355030858000228,0
355030858000235,0
355030858000261,0
355030859000157,0
355030861000076,0
355030861000078,0
355030861000124,0
355030861000132,0
355030861000133,0
355030862000031,0
355030863000233,0
355030863000252,0
355030865000021,0
355030865000073,0
355030865000083,0
355030865000094,0
355030865000095,0
355030865000117,0
355030865000120,0
355030865000151,0
355030867000065,0
355030867000144,0
355030867000198,0
355030867000200,0
355030867000215,0
355030870000050,0
355030870000051,0
355030870000061,0
355030870000062,0
355030870000214,0
355030873000024,0
355030874000076,0
355030874000077,0
355030874000141,0
355030874000144,0
355030875000172,0
355030875000182,0
355030875000195,0
355030875000208,0
355030876000042,0
355030876000316,0
355030876000318,0
355030876000344,0
355030876000380,0
355030880000153,0
355030880000170,0
355030881000087,0
355030881000099,0
355030881000187,0
355030881000235,0
355030881000242,0
355030881000258,0
355030881000299,0
355030881000307,0
355030883000107,0
355030883000146,0
355030883000149,0
355030883000194,0
355030884000095,0
355030884000148,0
355030884000187,0
355030884000206,0
355030884000208,0
355030885000012,0
355030885000056,0
355030887000059,0
355030887000062,0
355030887000068,0
355030887000133,0
355030887000204,0
355030888000070,0
355030890000225,0
355030893000088,0
355030893000158,0
355030896000148,0
355030896000212,0
350010505000043,0
350010505000051,0
350010505000053,0
350010505000057,0
350010505000058,0
350010505000059,0
350010505000061,0
350010505000069,0
350010505000071,0
350010505000076,0
350030305000042,0
350030305000043,0
350040205000016,0
350040205000017,0
350050105000021,0
350055005000014,0
350055005000018,0
350070905000036,0
350070905000037,0
350070905000039,0
350070905000040,0
350070905000047,0
350070910000003,0
350075805000003,0
350075805000006,0
350075805000016,0
350080805000007,0
350080805000010,0
350080805000011,0
350080805000012,0
350100405000023,0
350100405000027,0
350100405000029,0
350110305000007,0
350110305000009,0
350110305000010,0
350110310000002,0
350110315000002,0
350115205000002,0
350120205000005,0
350120205000006,0
350120205000007,0
350130110000003,0
350130110000004,0
350140005000006,0
350140005000007,0
350140005000009,0
350190505000034,0
350190505000053,0
350190505000066,0
350190505000082,0
350190505000085,0
350190505000087,0
350200205000012,0
350210105000066,0
350210105000070,0
350210105000071,0
350210105000076,0
350210105000077,0
350210105000081,0
350210105000083,0
350220005000018,0
350220005000019,0
350230905000008,0
350230905000011,0
350230910000004,0
350240805000005,0
350240805000006,0
350240805000007,0
350240805000008,0
350240805000009,0
350240805000012,0
350250705000005,0
350250705000045,0
350250705000047,0
350260605000012,0
350260605000013,0
350270505000006,0
350270505000036,0
350270505000038,0
350270510000004,0
350270510000005,0
350270510000006,0
350280405000052,0
350280405000272,0
350280405000279,0
350280405000280,0
350280405000284,0
350280405000288,0
350280405000294,0
350280405000295,0
350280405000296,0
350280405000297,0
350280405000314,0
350280405000342,0
350280405000344,0
350280405000345,0
350280405000353,0
350280405000354,0
350280405000355,0
350280405000357,0
350300005000009,0
350310905000006,0
350310905000008,0
350310905000010,0
350310905000011,0
350310905000017,0
350320805000048,0
350320805000103,0
350320805000162,0
350320805000211,0
350320805000213,0
350320805000220,0
350320810000003,0
350320825000033,0
350320825000065,0
350320825000081,0
350320825000082,0
350330705000028,0
350330705000125,0
350330705000131,0
350330705000135,0
350330705000138,0
350335605000003,0
350335605000005,0
350335605000006,0
350335605000007,0
350335605000009,0
350340605000007,0
350340605000013,0
350340610000004,0
350350505000006,0
350350505000007,0
350350505000008,0
350370305000012,0
350370305000015,0
350380205000047,0
350380205000074,0
350380205000089,0
350380205000093,0
350380205000096,0
350390105000071,0
350400805000107,0
350400805000110,0
350400805000112,0
350400805000114,0
350400805000136,0
350410705000006,0
350410705000014,0
350410705000052,0
350410705000109,0
350410705000162,0
350410705000165,0
350410705000170,0
350410705000171,0
350410705000173,0
350410705000174,0
350410705000177,0
350410705000184,0
350410705000195,0
350410705000216,0
350410705000222,0
350410705000234,0
350410705000259,0
350410705000265,0
350410705000270,0
350410705000271,0
350410705000288,0
350410705000295,0
350410705000300,0
350410705000305,0
350410705000312,0
350410705000318,0
350410705000325,0
350410705000327,0
350410705000329,0
350410705000330,0
350410705000333,0
350410705000335,0
350420605000017,0
350420605000019,0
350420605000022,0
350430505000005,0
350430505000008,0
350430510000001,0
350430510000002,0
350430510000003,0
350440405000029,0
350450305000014,0
350450305000018,0
350450305000039,0
350450305000056,0
350450305000134,0
350450305000137,0
350450305000139,0
350450305000141,0
350450305000145,0
350450305000146,0
350450305000151,0
350450305000153,0
350450305000156,0
350450305000157,0
350450305000158,0
350450305000169,0
350450305000170,0
350450305000173,0
350470105000006,0
350480005000013,0
350490905000015,0
350490905000017,0
350490905000018,0
350490905000024,0
350510405000013,0
350510405000014,0
350520305000040,0
350520305000041,0
350520305000045,0
350530205000053,0
350530205000056,0
350535105000005,0
350535105000009,0
350540105000009,0
350540105000013,0
350540105000015,0
350550005000120,0
350550005000140,0
350560905000037,0
350570805000038,0
350570805000041,0
350570805000066,0
350570805000068,0
350570805000094,0
350570815000007,0
350570815000018,0
350570820000044,0
350580705000026,0
350590605000067,0
350590605000068,0
350590605000071,0
350590605000074,0
350590605000075,0
350590605000087,0
350600305000050,0
350600305000051,0
350600305000123,0
350600305000158,0
350600305000248,0
350600305000306,0
350600305000398,0
350600305000453,0
350600305000460,0
350600305000463,0
350600305000464,0
350600305000465,0
350600305000466,0
350600305000467,0
350600305000470,0
350600305000472,0
350600305000512,0
350600305000514,0
350600305000521,0
350600305000525,0
350600305000530,0
350600305000532,0
350600305000533,0
350600305000536,0
350600310000002,0
350610205000106,0
350610205000107,0
350610205000122,0
350610205000131,0
350610205000132,0
350610210000002,0
350610210000003,0
350610215000002,0
350620105000007,0
350630005000013,0
350635905000037,0
350635905000047,0
350635905000053,0
350635905000054,0
350635905000089,0
350635905000092,0
350635905000093,0
350635905000095,0
350640905000010,0
350640905000012,0
350640905000013,0
350650805000030,0
350650805000132,0
350650805000136,0
350660705000032,0
350670605000019,0
350670605000020,0
350680505000011,0
350680505000012,0
350680505000014,0
350690405000018,0
350690405000022,0
350700105000040,0
350700105000053,0
350700105000075,0
350700105000099,0
350700105000113,0
350700105000117,0
350700105000129,0
350700105000130,0
350710005000018,0
350710005000020,0
350710005000021,0
350720905000003,0
350720905000004,0
350730805000007,0
350740705000034,0
350750605000026,0
350750605000143,0
350750605000202,0
350750605000203,0
350750605000209,0
350750605000210,0
350750605000211,0
350750605000212,0
350750610000010,0
350750615000005,0
350750615000006,0
350750615000007,0
350760505000008,0
350760505000009,0
350760505000030,0
350760505000035,0
350760505000145,0
350760505000179,0
350760505000189,0
350760505000191,0
350760505000193,0
350760505000196,0
350760505000197,0
350760505000198,0
350760505000199,0
350760505000209,0
350760505000215,0
350760505000232,0
350760505000271,0
350760505000272,0
350760505000283,0
350760505000284,0
350760505000293,0
350760505000301,0
350760505000314,0
350760505000316,0
350760505000323,0
350760505000325,0
350760505000326,0
350770405000006,0
350770405000008,0
350770405000009,0
350780305000022,0
350790205000023,0
350790205000025,0
350800905000030,0
350800910000002,0
350800910000003,0
350810805000020,0
350810805000023,0
350810805000032,0
350810805000036,0
350830605000006,0
350830605000008,0
350840520000029,0
350840520000040,0
350850405000061,0
350850405000086,0
350850405000140,0
350870205000015,0
350870205000018,0
350870205000021,0
350870205000024,0
350880105000022,0
350880115000002,0
350880120000002,0
350880120000003,0
350890005000005,0
350890005000006,0
350890015000002,0
350900705000088,0
350900705000119,0
350910605000011,0
350910605000012,0
350920505000008,0
350920505000021,0
350920505000022,0
350920515000030,0
350920515000032,0
350920515000033,0
350925405000031,0
350925405000034,0
350925405000037,0
350930405000013,0
350930405000015,0
350930415000002,0
350940305000031,0
350940305000036,0
350950205000116,0
350950205000283,0
350950205000401,0
350950205000559,0
350950205000603,0
350950205000621,0
350950205000623,0
350950205000709,0
350950205000722,0
350950205000751,0
350950205000756,0
350950205000852,0
350950205000870,0
350950205000875,0
350950205000885,0
350950205000928,0
350950205000945,0
350950205001118,0
350950205001236,0
350950205001255,0
350950205001259,0
350950205001287,0
350950205001356,0
350950205001428,0
350950205001429,0
350950205001432,0
350950205001433,0
350950205001438,0
350950205001520,0
350950205001533,0
350950205001555,0
350950210000013,0
350950210000017,0
350950220000010,0
350950220000029,0
350950220000030,0
350950220000032,0
350950220000037,0
350950220000038,0
350950220000043,0
350950220000044,0
350950225000016,0
350950225000020,0
350950225000026,0
350950225000028,0
350960105000078,0
350970005000010,0
350970005000024,0
350970005000028,0
350970005000029,0
350970005000031,0
350970005000032,0
350970005000039,0
350970005000046,0
350970005000059,0
350970005000077,0
350970005000079,0
350970005000081,0
350970005000083,0
350970005000086,0
350970005000088,0
350970005000091,0
350980905000007,0
350980905000008,0
350990805000014,0
350990805000015,0
350990805000016,0
350990805000025,0
350990810000003,0
350995705000004,0
351000505000033,0
351000505000035,0
351000505000036,0
351000505000037,0
351000505000038,0
351000510000003,0
351000510000005,0
351000515000003,0
351000520000002,0
351000520000003,0
351020305000070,0
351020305000071,0
351030205000013,0
351030205000017,0
351030205000025,0
351030205000026,0
351030220000003,0
351040105000047,0
351040105000048,0
351040105000049,0
351040105000050,0
351040105000051,0
351040105000053,0
351040105000061,0
351040105000076,0
351050005000095,0
351050005000107,0
351050005000111,0
351050010000052,0
351060905000014,0
351060905000058,0
351060905000153,0
351060910000011,0
351060930000038,0
351060930000039,0
351060930000040,0
351060930000043,0
351060930000055,0
351080705000030,0
351080710000003,0
351100305000026,0
351110205000026,0
351110205000191,0
351120105000010,0
351130005000011,0
351130005000014,0
351140905000030,0
351140905000031,0
351140905000037,0
351160705000013,0
351160705000017,0
351160720000003,0
351170605000017,0
351170610000006,0
351190410000002,0
351200105000019,0
351200105000025,0
351210005000005,0
351210005000006,0
351210005000009,0
351210005000011,0
351230805000010,0
351230805000021,0
351230805000023,0
351240705000027,0
351280305000048,0
351280305000057,0
351280305000058,0
351280305000062,0
351280305000065,0
351280305000068,0
351280305000087,0
351290205000013,0
351290205000017,0
351300905000195,0
351300905000196,0
351310805000037,0
351310805000038,0
351310805000040,0
351310805000042,0
351320705000005,0
351320705000009,0
351320705000016,0
351330605000005,0
351350405000068,0
351350405000071,0
351350405000098,0
351350405000123,0
351350405000125,0
351350405000149,0
351350405000178,0
351360305000017,0
351360305000021,0
351360305000022,0
351360305000027,0
351360305000034,0
351360305000035,0
351360305000037,0
351360305000038,0
351360305000042,0
351360310000003,0
351360310000004,0
351360310000006,0
351360310000008,0
351360310000011,0
351370205000040,0
351370205000041,0
351370205000045,0
351380105000157,0
351380105000214,0
351380105000232,0
351380105000248,0
351380105000267,0
351380105000409,0
351380105000411,0
351380105000423,0
351380105000440,0
351390005000012,0
351400705000010,0
351410605000029,0
351410605000034,0
351410605000035,0
351410610000002,0
351430405000017,0
351440305000058,0
351440305000060,0
351440310000002,0
351440315000005,0
351450205000022,0
351450205000027,0
351470005000008,0
351470005000009,0
351470005000013,0
351480905000008,0
351480905000011,0
351480905000012,0
351480905000015,0
351480905000016,0
351480905000017,0
351480910000002,0
351480915000006,0
351480915000007,0
351480915000011,0
351480915000012,0
351490805000013,0
351490805000015,0
351500405000026,0
351500405000043,0
351500405000055,0
351500405000083,0
351500405000275,0
351500405000279,0
351500405000286,0
351500405000289,0
351500405000295,0
351500405000305,0
351500405000313,0
351500405000322,0
351500405000339,0
351500405000355,0
351500405000403,0
351500405000435,0
351512905000004,0
351512905000006,0
351512905000008,0
351515205000012,0
351515205000013,0
351518605000066,0
351518605000067,0
351518605000070,0
351520205000008,0
351520205000011,0
351520205000012,0
351520205000014,0
351530105000003,0
351530105000004,0
351530105000006,0
351535005000012,0
351535005000013,0
351535005000014,0
351535005000016,0
351535005000017,0
351535005000018,0
351540005000012,0
351550905000071,0
351550910000003,0
351560805000007,0
351560805000009,0
351560810000002,0
351560810000003,0
351570710000036,0
351580605000004,0
351580605000006,0
351600205000011,0
351600205000012,0
351600205000017,0
351600205000018,0
351600210000002,0
351600210000003,0
351610105000005,0
351610105000006,0
351610105000007,0
351610105000008,0
351610105000009,0
351620005000071,0
351620005000081,0
351620005000214,0
351620005000333,0
351620005000344,0
351630905000162,0
351630905000164,0
351630905000168,0
351630905000182,0
351630905000188,0
351630905000190,0
351630905000196,0
351640805000002,0
351640805000101,0
351640805000117,0
351640805000127,0
351640805000130,0
351640805000132,0
351640805000133,0
351640805000134,0
351640805000136,0
351640805000137,0
351640805000140,0
351640805000141,0
351640805000153,0
351640805000154,0
351640805000172,0
351650705000007,0
351650705000010,0
351660605000010,0
351660605000011,0
351660605000012,0
351660605000014,0
351660605000015,0
351660605000016,0
351670505000057,0
351670505000059,0
351670505000060,0
351670505000061,0
351670505000062,0
351670505000064,0
351670505000068,0
351670505000069,0
351670510000002,0
351670510000006,0
351680405000008,0
351680405000009,0
351690305000013,0
351690305000014,0
351700005000010,0
351700005000014,0
351700005000021,0
351700015000001,0
351710905000004,0
351710905000006,0
351710910000002,0
351710910000003,0
351730710000001,0
351740605000041,0
351750505000014,0
351760405000015,0
351760405000023,0
351760405000026,0
351760405000030,0
351760405000031,0
351770305000024,0
351770305000026,0
351770305000027,0
351770310000002,0
351780205000011,0
351780205000014,0
351780205000015,0
351780205000016,0
351780205000019,0
351780205000020,0
351780205000021,0
351790105000011,0
351790105000013,0
351790105000015,0
351800805000004,0
351810705000007,0
351810705000008,0
351810705000010,0
351820605000026,0
351820605000045,0
351820605000048,0
351820605000049,0
351820605000050,0
351820605000051,0
351820610000003,0
351830505000044,0
351840405000048,0
351840405000072,0
351840405000081,0
351840405000143,0
351840405000144,0
351840405000150,0
351850305000012,0
351850305000013,0
351850305000021,0
351860205000016,0
351860205000037,0
351860205000038,0
351870105000029,0
351870105000060,0
351870105000075,0
351870105000077,0
351870105000099,0
351870105000100,0
351870105000121,0
351870105000186,0
351870105000193,0
351870105000214,0
351870105000257,0
351870105000288,0
351870110000009,0
351870110000014,0
351870110000141,0
351870110000178,0
351880005000092,0
351880005000120,0
351880005000133,0
351880005000144,0
351880005000309,0
351880005000362,0
351880005000477,0
351880005000540,0
351880005000541,0
351880005000542,0
351880005000646,0
351880005000873,0
351880005000904,0
351880005000938,0
351880005000971,0
351880005000977,0
351880005000982,0
351880005000992,0
351880005001049,0
351880005001092,0
351880005001101,0
351880010000037,0
351880010000170,0
351880010000224,0
351880010000228,0
351880010000229,0
351880010000253,0
351880010000336,0
351880010000411,0
351880010000451,0
351880010000474,0
351880010000475,0
351880010000489,0
351880010000500,0
351880010000506,0
351880010000515,0
351880010000517,0
351880010000524,0
351880010000536,0
351880010000549,0
351880010000564,0
351880010000568,0
351880010000570,0
351880010000572,0
351880010000581,0
351880010000599,0
351885905000008,0
351885905000009,0
351885905000011,0
351885905000012,0
351885905000015,0
351890905000006,0
351890905000009,0
351900605000014,0
351900605000018,0
351900605000019,0
351900605000020,0
351900610000003,0
351900610000004,0
351900610000005,0
351905505000021,0
351905505000024,0
351905505000025,0
351907105000018,0
351907105000066,0
351907105000210,0
351907105000212,0
351907105000247,0
351907105000253,0
351920405000013,0
351925305000006,0
351925305000012,0
351925305000013,0
351925305000014,0
351930305000034,0
351930305000035,0
351930305000036,0
351930305000037,0
351940205000014,0
351940205000016,0
351940205000019,0
351940225000002,0
351950105000009,0
351950105000011,0
351960005000059,0
351960005000071,0
351960005000087,0
351960010000002,0
351970905000046,0
351970905000047,0
351970905000049,0
351970905000053,0
351970905000069,0
351970905000079,0
351970905000086,0
351970905000089,0
351970905000109,0
351970905000114,0
351970910000003,0
351990705000015,0
351990705000016,0
351990705000017,0
351990705000018,0
351990705000019,0
352000405000030,0
352010305000032,0
352010305000034,0
352010305000038,0
352020205000005,0
352020205000012,0
352020205000013,0
352030105000033,0
352030105000035,0
352030105000038,0
352030105000041,0
352030105000042,0
352030105000043,0
352030105000049,0
352030105000053,0
352030105000057,0
352040005000004,0
352040005000006,0
352040005000007,0
352040005000009,0
352040005000010,0
352040005000011,0
352040005000012,0
352040005000013,0
352040015000001,0
352040015000002,0
352040015000003,0
352040015000008,0
352040015000009,0
352040015000012,0
352042605000012,0
352044205000043,0
352044205000046,0
352050905000011,0
352050905000049,0
352050905000182,0
352050905000191,0
352050905000198,0
352050905000210,0
352050905000217,0
352050905000219,0
352050905000231,0
352050905000235,0
352050905000236,0
352050905000237,0
352050905000238,0
352060805000006,0
352070705000008,0
352070705000010,0
352070705000014,0
352080605000006,0
352080605000007,0
352090505000017,0
352090505000018,0
352090505000020,0
352090505000021,0
352100205000011,0
352100205000014,0
352100210000008,0
352110105000010,0
352120005000008,0
352120005000010,0
352120005000011,0
352120005000012,0
352120005000013,0
352120005000014,0
352120005000016,0
352120005000019,0
352130905000016,0
352130905000017,0
352130905000019,0
352130905000020,0
352130905000021,0
352150705000010,0
352150705000014,0
352160605000010,0
352160605000011,0
352160605000012,0
352160605000013,0
352160605000014,0
352160605000015,0
352170505000017,0
352170505000018,0
352170505000029,0
352170505000031,0
352170505000032,0
352170505000033,0
352170508000002,0
352170508000003,0
352170508000004,0
352170510000002,0
352170510000003,0
352170510000004,0
352170515000002,0
352170515000003,0
352170515000005,0
352170515000006,0
352180405000026,0
352180405000030,0
352180405000032,0
352180405000034,0
352180405000035,0
352180405000036,0
352180405000041,0
352180405000044,0
352180405000045,0
352180405000049,0
352180405000050,0
352180405000051,0
352190305000025,0
352190307000004,0
352200005000003,0
352200005000012,0
352210905000021,0
352210905000076,0
352210905000112,0
352210905000155,0
352210905000193,0
352210905000207,0
352210905000212,0
352210905000213,0
352210905000222,0
352210905000224,0
352210905000226,0
352210905000227,0
352215805000003,0
352215805000008,0
352220805000017,0
352220805000021,0
352220805000158,0
352220805000169,0
352220805000180,0
352220805000182,0
352220805000185,0
352220805000234,0
352230705000049,0
352230705000050,0
352230705000076,0
352230705000101,0
352230705000117,0
352230705000118,0
352230705000119,0
352230705000126,0
352230705000127,0
352230705000128,0
352230705000131,0
352230705000135,0
352230705000173,0
352230725000005,0
352230730000004,0
352230735000004,0
352240605000025,0
352240605000108,0
352240605000119,0
352240605000122,0
352240605000123,0
352240611000004,0
352240613000001,0
352240615000003,0
352240615000009,0
352260405000044,0
352260405000050,0
352260405000083,0
352265305000004,0
352265305000005,0
352270305000047,0
352270310000005,0
352280205000017,0
352280205000020,0
352290105000022,0
352290105000023,0
352310705000119,0
352310705000180,0
352310705000251,0
352310705000254,0
352310705000268,0
352310705000269,0
352310705000277,0
352310705000282,0
352310705000313,0
352310705000318,0
352310705000350,0
352310705000353,0
352310705000367,0
352310705000371,0
352310705000377,0
352310705000385,0
352310705000393,0
352320605000031,0
352320605000062,0
352320605000069,0
352320625000002,0
352330505000010,0
352330505000011,0
352330505000015,0
352330505000017,0
352330505000019,0
352330505000020,0
352330505000029,0
352330505000034,0
