id_setor_censitario,total_renda
350160805000186,1095538
350160805000187,1392950
350160805000188,805398
350160805000189,938414
350160805000190,813270
350160805000191,665178
350160805000192,2866010
350160805000193,2291876
350160805000194,2224652
350160805000195,1107010
350160805000196,1392108
350160805000197,1510168
350160805000198,1291282
350160805000199,879326
350160805000200,1325752
350160805000201,1408868
350160805000202,1360104
350160805000203,1239830
350160805000204,1197850
350160805000205,1125524
350160805000206,1170066
350160805000207,1088228
350160805000208,1049622
350160805000209,994348
350160805000210,2431080
350160805000211,1442532
350160805000212,2204926
350160805000213,1053026
350160805000214,1007866
350160805000215,1265604
350160805000216,1085792
350160805000217,2608754
350160805000218,3949534
350160805000219,4491194
350160805000220,422282
350160805000221,1071648
350160805000222,1866602
350160805000223,856434
350160805000224,1056366
350160805000225,696210
350160805000226,1226152
350160805000227,1472926
350160805000228,1342818
350160805000229,1558052
350160805000230,1297140
350160805000231,1094970
350160805000232,2055392
350160805000233,1078348
350160805000234,2175512
350160805000235,5872702
350160805000236,917488
350160805000237,3136170
350160805000238,1643622
350160805000239,1664174
350160805000240,1271980
350160805000241,474168
350160805000242,500488
350160805000243,2102606
350160805000244,1882618
350160805000245,1917724
350160805000246,1367398
350160805000247,1531470
350160805000248,1703890
350160805000249,1269418
350160805000250,1559096
350160805000251,985966
350160805000252,548298
350160805000253,3410624
350160805000254,1448786
350160805000255,340976
350160805000256,892282
350160805000257,1521370
350160805000259,842858
350160805000260,554756
350160805000261,467300
350170705000001,951366
350170705000002,780836
350170705000003,2045076
350170705000004,881692
350170705000005,1225222
350170705000006,550960
350170705000007,746896
350170705000008,990146
350170705000009,894054
350170705000010,822722
350170705000011,788470
350170705000012,889138
350170705000013,1046654
350170705000014,1293166
350170705000015,1060716
350170705000016,1279862
350170705000017,1224188
350170705000018,1077784
350170705000019,982010
350170705000020,1093568
350170705000021,1016462
350170705000022,1986848
350170705000023,1195302
350170705000024,1016094
350170705000025,1078564
350170705000026,992202
350170705000027,720442
350170705000028,1016188
350170705000029,1626306
350170705000030,1422262
350170705000031,1215286
350170705000032,912272
350170705000033,189022
350170705000034,661662
350170705000035,967126
350170705000036,234072
350170705000037,35120
350170705000038,870154
350170705000039,1128664
350180605000001,961574
350180605000002,942530
350180605000003,1236048
350180605000004,1072458
350180605000005,1340700
350180605000007,354646
350180605000009,313132
350180605000010,265938
350180605000011,254286
350190505000001,985372
350190505000002,2044184
350190505000003,1250116
350190505000004,1533798
350190505000005,1227432
350190505000006,1821906
350190505000007,1597258
350190505000008,1842526
350190505000009,2378286
350190505000010,3014316
350190505000011,738970
350190505000013,2062700
350190505000014,1578040
350190505000015,929254
350190505000016,1119838
350190505000017,953532
350190505000018,685762
350190505000019,847316
350190505000020,2281638
350190505000021,2124438
350190505000022,1031404
350190505000023,1890330
350190505000024,936928
350190505000025,925886
350190505000026,1690514
350190505000027,808498
350190505000028,698778
350190505000029,1031474
350190505000030,1263232
350190505000031,1485400
350190505000032,1961842
350190505000033,1097596
350190505000034,0
350190505000035,1379990
350190505000036,1427870
350190505000037,1244944
350190505000038,1209370
350190505000039,1676660
350190505000040,2187138
350190505000041,1170746
350190505000042,165804
350190505000043,1202226
350190505000044,1073800
350190505000045,1266868
350190505000046,2254572
350190505000047,1959194
350190505000048,1062932
350190505000049,2818432
350190505000050,1296006
350190505000051,1860222
350190505000052,1322130
350190505000053,0
350190505000054,1094450
350190505000055,181956
350190505000056,390840
350190505000057,484860
350190505000058,793590
350190505000059,553882
350190505000060,727358
350190505000061,518158
350190505000062,298640
350190505000063,520936
350190505000064,473820
350190505000065,212444
350190505000066,120868
350190505000067,651506
350190505000068,1487242
350190505000069,1204980
350190505000070,1095384
350190505000071,800512
350190505000072,938160
350190505000073,1278726
350190505000074,289204
350190505000075,966824
350190505000076,933544
350190505000078,462270
350190505000079,622822
350190505000080,91500
350190505000081,644596
350190505000082,51920
350190505000084,597880
350190505000085,0
350190505000086,61830
350190505000087,33280
350190510000001,1900582
350190510000002,1025502
350190510000003,1107984
350190510000004,1200884
350190510000005,984790
350190510000006,1684292
350190510000007,1602554
350190510000008,1359860
350190510000009,183050
350190510000010,960500
350190510000011,400426
350190510000012,599452
350190510000013,226820
350190510000014,115064
350190510000015,813414
350190510000016,70800
350190515000001,1005400
350190515000002,577970
350190515000003,397470
350200205000001,883926
350200205000002,835532
350200205000003,304568
350200205000004,803140
350200205000005,635724
350200205000006,626226
350200205000007,251198
350200205000008,181082
350200205000009,226938
350200205000012,44660
350200205000013,133502
350200205000014,825534
350200205000015,115240
350210105000001,814400
350210105000002,2273124
350210105000003,2619496
350210105000004,1474760
350210105000005,1466606
350210105000006,1006944
350210105000007,1184492
350210105000008,911986
350210105000009,1296482
350210105000010,1754056
350210105000011,2719746
350210105000012,1609970
350210105000013,2051630
350210105000014,1356788
350210105000015,1774492
350210105000016,677852
350210105000017,719706
350210105000018,1059938
350210105000019,1561276
350210105000020,2017186
350210105000021,1340568
350210105000022,1250742
350210105000023,1157014
350210105000024,1248020
350210105000025,2709032
350210105000026,944348
350210105000027,1673904
350210105000028,1816270
350210105000029,436908
350210105000030,676466
350210105000031,1152994
350210105000032,749708
350210105000033,1716218
350210105000034,2347782
350210105000035,801960
350210105000036,584194
350210105000037,1012204
350210105000038,1090246
350210105000039,1201252
350210105000040,989702
350210105000041,619228
350210105000042,560920
350210105000043,1083158
350210105000044,1079176
350210105000045,351240
350210105000046,424974
350210105000047,497836
350210105000048,845296
350210105000049,854652
350210105000050,763722
350210105000051,529262
350210105000052,425118
350210105000053,689446
350210105000054,859132
350210105000055,1061076
350210105000056,603538
350210105000057,855716
350210105000058,667540
350210105000059,543632
350210105000060,722248
350210105000061,776256
350210105000062,846146
350210105000063,630092
350210105000064,765146
350210105000065,438106
350210105000066,128004
350210105000067,1011502
350210105000068,604892
350210105000069,522040
350210105000070,0
350210105000071,52090
350210105000072,254306
350210105000073,427362
350210105000074,268434
350210105000075,294880
350210105000076,41800
350210105000077,184186
350210105000078,200360
350210105000079,308580
350210105000080,251532
350210105000081,467914
350210105000082,212908
350210105000083,87672
350210105000084,281176
350220005000001,687512
350220005000002,758140
350220005000003,749316
350220005000004,698364
350220005000005,638286
350220005000006,618490
350220005000007,784146
350220005000008,917770
350220005000010,1464398
350220005000011,636616
350220005000012,1735310
350220005000013,656972
350220005000014,1425360
350220005000015,361234
350220005000016,973126
350220005000017,231368
350220005000018,186528
350220005000019,79718
350220005000021,196182
350220005000024,238826
350220005000025,310660
350220005000026,651748
350220005000027,599374
350220005000028,539130
350220005000029,697452
350220005000030,851324
350220005000031,1373934
350220005000032,298916
350220005000033,95200
350220005000034,408548
350220005000035,414520
350220008000001,546100
350220008000002,464386
350220008000003,527472
350220008000004,500770
350220008000005,411692
350220008000006,473476
350230905000001,321486
350230905000002,136804
350230905000003,462598
350230905000004,400602
350230905000006,97330
350230905000008,18640
350230905000009,226766
350230905000010,306460
350230905000011,15228
350230905000015,352290
350230905000018,395290
350230905000024,133156
350230905000025,148216
350230905000027,182582
350230905000029,52170
350230905000031,64340
350230905000034,10840
350230910000001,234788
350230910000002,359220
350230910000003,250384
350230910000004,2392
350230910000005,203430
350230910000006,138302
350240805000001,731408
350240805000002,859274
350240805000003,752548
350240805000004,594950
350240805000005,204304
350240805000006,65084
350240805000007,68198
350240805000008,103114
350240805000009,63124
350240805000012,94860
350250705000001,1170816
350250705000002,644418
350250705000003,1122356
350250705000004,699942
350250705000005,0
350250705000006,816768
350250705000007,422328
350250705000008,922776
350250705000009,896614
350250705000010,589046
350250705000011,992866
350250705000012,1605298
350250705000013,1316240
350250705000014,447444
350250705000015,710832
350250705000016,1160802
350250705000017,1020750
350250705000018,691984
350250705000019,408530
350250705000020,1102508
350250705000021,1125604
350250705000022,1315426
350250705000023,774876
350250705000024,1086326
350250705000025,819232
350250705000026,786286
350250705000027,823342
350250705000028,179382
350250705000029,1270024
350250705000030,533396
350250705000031,778268
350250705000032,37016
350250705000033,1032330
350250705000034,1085780
350250705000035,1227592
350250705000036,684868
350250705000037,1688366
350250705000038,1657152
350250705000039,1240094
350250705000040,2359902
350250705000041,783906
350250705000042,1308704
350250705000043,132270
350250705000044,103150
350250705000045,10280
350250705000046,85410
350250705000047,26920
350250705000048,1354252
350250705000049,617410
350250705000050,1030660
350250705000051,1651228
350260605000001,896074
350260605000002,793536
350260605000003,975862
350260605000004,439450
350260605000005,723000
350260605000011,331050
350260605000012,175998
350260605000013,172992
350270505000001,673048
350270505000002,724544
350270505000003,886018
350270505000004,1064846
350270505000005,649952
350270505000006,41500
350270505000007,410582
350270505000008,530512
350270505000009,877156
350270505000010,341412
350270505000011,1063238
350270505000012,313874
350270505000013,806930
350270505000014,744468
350270505000015,293294
350270505000016,559336
350270505000017,632636
350270505000018,448808
350270505000019,511660
350270505000020,1691766
350270505000021,1100710
350270505000022,619472
350270505000023,495104
350270505000024,308860
350270505000025,489818
350270505000026,352032
350270505000027,1016932
350270505000028,226568
350270505000029,161796
350270505000030,109964
350270505000031,105084
350270505000033,38346
350270505000034,111922
350270505000035,362118
350270505000036,125256
350270505000038,465924
350270505000039,332568
350270505000040,185694
350270510000001,268846
350270510000002,205702
350270510000003,149992
350270510000004,81448
350270510000005,26820
350270510000006,30510
350270525000001,428036
350270525000002,380808
350270525000003,93748
350270525000004,121394
350270525000005,62896
350270525000006,55684
350270530000001,409136
350270530000002,138148
350270530000003,48960
350275405000001,1902500
350275405000002,609488
350275405000003,1600820
350275405000004,509554
350275405000005,1089940
350275405000006,1909742
350275405000007,780718
350275405000008,1650886
350275405000009,1365444
350275405000010,535940
350275405000011,459502
350275405000012,810810
350275405000013,941698
350275405000014,748572
350275405000015,511308
350275405000016,569660
350275405000017,715110
350275405000018,1155408
350275405000019,1209068
350275405000020,1071370
350280405000001,2128166
350280405000002,460954
350280405000004,1177242
350280405000005,1195942
350280405000006,3313500
350280405000007,1405534
350280405000008,566220
350280405000009,1207612
350280405000010,702812
350280405000011,1121942
350280405000012,936146
350280405000013,1197026
350280405000014,946836
350280405000015,905680
350280405000016,520904
350280405000017,4372106
350280405000018,1592922
350280405000019,836244
350280405000020,1489006
350280405000021,1254450
350280405000022,1324148
350280405000023,1713938
350280405000024,1885780
350280405000025,1104580
350280405000026,3165318
350280405000027,689456
350280405000028,745636
350280405000029,1051880
350280405000030,1122332
350280405000031,670470
350280405000032,3118702
350280405000033,752330
350280405000034,612400
350280405000035,652426
350280405000036,789740
350280405000037,415426
350280405000038,841842
350280405000039,665132
350280405000040,1041502
350280405000041,733280
350280405000042,578558
350280405000043,734640
350280405000044,973464
350280405000045,538998
350280405000046,598472
350280405000047,680430
350280405000048,850906
350280405000049,661654
350280405000050,1095518
350280405000051,987970
350280405000052,0
350280405000053,902532
350280405000054,1009036
350280405000055,847300
350280405000056,1154456
350280405000057,1677084
350280405000058,80108
350280405000059,2939926
350280405000060,2017936
350280405000061,2016884
350280405000062,8252024
350280405000063,2836524
350280405000064,4297380
350280405000065,2009146
350280405000066,1413578
350280405000067,1031734
350280405000068,1088300
350280405000069,1125820
350280405000070,1427430
350280405000071,1249388
350280405000072,1501458
350280405000073,1400760
350280405000074,1166600
350280405000075,568856
350280405000076,947236
350280405000077,767850
350280405000078,458324
350280405000079,509084
350280405000080,759962
350280405000081,525204
350280405000082,865524
350280405000083,846742
350280405000084,1145772
350280405000086,676320
350280405000087,967446
350280405000088,833920
350280405000089,998930
350280405000090,1034994
350280405000091,1019518
350280405000092,418306
350280405000093,384880
350280405000094,991122
350280405000095,1316234
350280405000096,629170
350280405000097,728440
350280405000098,739876
350280405000099,725516
350280405000100,435752
350280405000101,233998
350280405000102,712298
350280405000103,323702
350280405000104,541248
350280405000105,507482
350280405000106,522546
350280405000107,770616
350280405000108,829760
350280405000109,861806
350280405000110,711504
350280405000111,1010558
350280405000112,791930
350280405000113,615320
350280405000114,1123344
350280405000115,84380
350280405000116,785492
350280405000117,510606
350280405000118,710568
350280405000119,860838
350280405000120,769986
350280405000121,620954
350280405000122,742022
350280405000123,1014804
350280405000124,841086
350280405000125,714244
350280405000126,984614
350280405000127,637566
350280405000128,461074
350280405000129,204554
350280405000130,632152
350280405000131,3284670
350280405000132,2614374
350280405000133,1289056
350280405000134,2097462
350280405000135,972690
350280405000136,1259840
350280405000137,927988
350280405000138,559092
350280405000139,810328
350280405000140,801500
350280405000141,1740900
350280405000142,1092270
350280405000143,1702872
350280405000144,2207206
350280405000145,1941438
350280405000146,624560
350280405000147,659218
350280405000148,696252
350280405000149,951972
350280405000150,808174
350280405000151,824676
350280405000152,855492
350280405000153,934348
350280405000154,1201388
350280405000155,974946
350280405000156,899110
350280405000157,1173598
350280405000158,735112
350280405000159,832308
350280405000160,805144
350280405000161,975596
350280405000162,967958
350280405000163,1155732
350280405000164,899600
350280405000165,874090
350280405000166,663494
350280405000167,625220
350280405000168,589374
350280405000169,492460
350280405000170,620754
350280405000171,510536
350280405000172,961706
350280405000173,478392
350280405000174,540866
350280405000175,565400
350280405000176,1146338
350280405000177,850390
350280405000178,1310476
350280405000179,971956
350280405000180,799524
350280405000181,697394
350280405000182,840300
350280405000183,994634
350280405000184,763440
350280405000185,3860484
350280405000186,447862
350280405000187,216608
350280405000188,476814
350280405000189,1088986
350280405000190,781652
350280405000191,516402
350280405000192,873594
350280405000193,1339586
350280405000194,918610
350280405000195,772718
350280405000196,1413928
350280405000197,730624
350280405000198,636744
350280405000199,723976
350280405000200,725700
350280405000201,740018
350280405000202,588490
350280405000203,912010
350280405000204,646316
350280405000205,836582
350280405000206,828324
350280405000207,634542
350280405000208,658264
350280405000209,534450
350280405000210,683242
350280405000211,1199614
350280405000212,455840
350280405000213,878782
350280405000214,437944
350280405000215,332262
350280405000216,873288
350280405000217,542344
350280405000218,658302
350280405000219,609938
350280405000220,530966
350280405000221,864622
350280405000222,563566
350280405000223,468374
350280405000224,498448
350280405000225,575106
350280405000226,1010562
350280405000227,992512
350280405000228,682812
350280405000229,626754
350280405000230,666172
350280405000231,1318238
350280405000232,879912
350280405000233,1178684
350280405000234,787904
350280405000235,1457262
350280405000236,454260
350280405000237,906734
350280405000238,869182
350280405000239,912700
350280405000240,834748
350280405000241,1037950
350280405000242,670150
350280405000243,368402
350280405000244,461460
350280405000245,816444
350280405000246,596540
350280405000247,963474
350280405000248,608730
350280405000249,708200
350280405000250,777468
350280405000251,706940
350280405000252,608810
350280405000253,535778
350280405000254,332314
350280405000255,670584
350280405000256,689420
350280405000257,308672
350280405000258,759736
350280405000259,1140070
350280405000260,1397754
350280405000261,1433532
350280405000262,823998
350280405000263,239472
350280405000264,554436
350280405000265,640762
350280405000266,228446
350280405000267,290186
350280405000268,321448
350280405000269,935792
350280405000270,1203980
350280405000271,1124128
350280405000272,0
350280405000273,546460
350280405000274,632302
350280405000275,299014
350280405000276,541600
350280405000277,546780
350280405000278,678796
350280405000279,89140
350280405000280,45108
350280405000281,21380
350280405000282,71660
350280405000283,174940
350280405000284,39700
350280405000288,224196
350280405000289,218162
350280405000290,167644
350280405000291,369790
350280405000292,964732
350280405000293,333036
350280405000294,72980
350280405000295,269722
350280405000296,87012
350280405000297,261412
350280405000298,1649242
350280405000299,4793980
350280405000300,613482
350280405000301,469934
350280405000302,1648510
350280405000303,820850
350280405000304,619398
350280405000305,743772
350280405000306,589220
350280405000307,756428
350280405000311,230486
350280405000314,921902
350280405000315,552236
350280405000316,969732
350280405000317,1573866
350280405000318,1158080
350280405000319,526630
350280405000320,1229834
350280405000321,885172
350280405000322,607358
350280405000323,895964
350280405000324,614336
350280405000325,896504
350280405000327,1543750
350280405000328,905324
350280405000329,653128
350280405000330,1404322
350280405000331,708338
350280405000332,600024
350280405000333,690990
350280405000334,52686
350280405000336,946028
350280405000337,781492
350280405000338,2042552
350280405000339,464748
350280405000340,1070808
350280405000341,781920
350280405000342,195694
350280405000344,60390
350280405000345,37420
350280405000346,386126
350280405000353,32240
350280405000354,45960
350280405000355,61700
350280405000357,23800
350280405000359,1101192
350280405000360,131500
350290305000001,7100748
350290305000002,1593246
350290305000003,887100
350290305000004,975430
350290305000005,391302
350290305000006,482708
350290305000007,1212112
350290305000008,584684
350290305000009,622990
350290305000010,925386
350290305000011,1032442
350290305000012,1150902
350290305000013,1854358
350290305000014,1215526
350290305000015,1692948
350290305000016,805016
350290305000017,477628
350290305000018,2267504
350290305000019,843116
350290305000020,553508
350290305000021,477274
350290305000022,420094
350290305000023,1063408
350290305000024,455186
350290305000025,374060
350290305000026,785152
350290305000027,586556
350290305000028,770552
350290305000029,277966
350290305000030,741820
350290305000031,341102
350290305000033,331150
350290305000034,385820
350290305000035,401954
350290305000037,1156968
350290305000038,623320
350290305000039,419338
350290305000040,653380
350290305000041,376598
350290305000042,496494
350290305000043,527020
350290305000044,392924
350290305000045,865274
350290305000046,944966
350290305000047,733028
350290305000048,318286
350300005000001,1489894
350300005000002,700144
350300005000003,1073424
350300005000004,761432
350300005000005,963708
350300005000006,152198
350300005000007,90284
350300005000008,75128
350300005000009,72484
350300005000010,106140
350300005000011,689896
350300005000012,101828
350300005000015,77700
350310905000001,917110
350310905000002,1042830
350310905000003,891728
350310905000004,616668
350310905000005,844046
350310905000006,46372
350310905000008,36210
350310905000010,80886
350310905000011,20630
350310905000012,20600
350310905000017,16960
350310905000018,91280
350310905000019,37720
350310905000020,210016
350310905000021,235274
350310905000022,120280
350310905000023,330248
350310905000024,360916
350315805000001,457920
350315805000002,551204
350315805000003,625722
350315805000005,75086
350315805000006,333012
350320805000001,1794916
350320805000002,890118
350320805000003,398682
350320805000004,459580
350320805000005,806620
350320805000006,1447268
350320805000007,706084
350320805000008,998884
350320805000009,883972
350320805000010,869080
350320805000011,1856442
350320805000012,3081188
350320805000013,1130086
350320805000014,1638948
350320805000015,2998250
350320805000016,2967942
350320805000017,1550170
350320805000018,1462294
350320805000019,965994
350320805000020,790682
350320805000021,2950900
350320805000022,2473212
350320805000023,1046342
350320805000024,1040260
350320805000025,1950072
350320805000026,1308274
350320805000027,1050926
350320805000028,1474706
350320805000029,1428008
350320805000030,1007420
350320805000031,2055796
350320805000032,1343946
350320805000033,1215568
350320805000034,892310
350320805000036,852144
350320805000037,772488
350320805000039,1242842
350320805000040,1070764
350320805000041,2053964
350320805000042,2877712
350320805000043,1610664
350320805000044,1865050
350320805000045,1097496
350320805000046,3317908
350320805000047,1444738
350320805000048,0
350320805000049,1022544
350320805000050,1020078
350320805000051,1260790
350320805000052,1814680
350320805000053,1350186
350320805000054,1447926
350320805000055,1044970
350320805000056,1468998
350320805000057,2050586
350320805000058,1072802
350320805000059,2975752
350320805000061,1076722
350320805000062,1317938
350320805000063,3558940
350320805000064,1100730
350320805000065,1333734
350320805000066,1487818
350320805000067,1835156
350320805000068,1083728
350320805000069,1795646
350320805000070,1122888
350320805000071,1126998
350320805000072,2954892
350320805000073,1928844
350320805000074,2747024
350320805000075,1226220
350320805000076,2642672
350320805000077,1158670
350320805000078,1653210
350320805000079,966554
350320805000080,2534900
350320805000081,3195934
350320805000082,4130498
350320805000083,3682164
350320805000084,3653250
350320805000085,988698
350320805000086,1059480
350320805000087,1315910
350320805000088,877490
350320805000089,689700
350320805000090,670152
350320805000091,652596
350320805000092,1152840
350320805000093,1930274
350320805000094,863912
350320805000095,543532
350320805000096,523956
350320805000097,518824
350320805000098,1291998
350320805000099,744608
350320805000100,1079838
350320805000101,626548
350320805000102,1636014
350320805000103,0
350320805000104,450556
350320805000105,1549484
350320805000106,599490
350320805000107,1285748
350320805000108,1212334
350320805000109,650566
350320805000110,590642
350320805000111,624710
350320805000112,525628
350320805000113,985486
350320805000114,825910
350320805000115,1760578
350320805000116,961624
350320805000117,850270
350320805000118,812642
350320805000119,822414
350320805000120,1264402
350320805000121,1138090
350320805000122,1326016
350320805000123,894564
350320805000124,867790
350320805000125,827658
350320805000126,2923390
350320805000127,1886324
350320805000128,2340454
350320805000129,1336348
350320805000130,1675700
350320805000131,933442
350320805000132,2019940
350320805000133,1124266
350320805000134,1161376
350320805000135,625492
350320805000136,770452
350320805000137,629060
350320805000138,934156
350320805000139,1436630
350320805000140,1536366
350320805000141,852176
350320805000142,748904
350320805000143,437540
350320805000144,1226062
350320805000145,1025942
350320805000146,1078394
350320805000147,1234334
350320805000148,1220682
350320805000149,1560524
350320805000150,911204
350320805000151,1318922
350320805000152,587174
350320805000153,569330
350320805000154,627244
350320805000155,567512
350320805000156,1489570
350320805000157,2358842
350320805000158,742750
350320805000159,1676368
350320805000160,3657658
350320805000161,1161956
350320805000162,0
350320805000163,2108618
350320805000164,1428886
350320805000165,870940
350320805000166,849396
350320805000167,631054
350320805000168,648902
350320805000169,893306
350320805000170,1203056
350320805000171,834010
350320805000172,1066292
350320805000173,796562
350320805000174,783356
350320805000175,624860
350320805000176,697198
350320805000177,518238
350320805000178,322322
350320805000179,966140
350320805000180,1517462
350320805000181,1742336
350320805000182,637476
350320805000183,936306
350320805000184,1118538
350320805000185,1924610
350320805000186,1069914
350320805000187,923346
350320805000188,927506
350320805000189,1104494
350320805000190,631246
350320805000191,740992
350320805000192,447166
350320805000193,2897564
350320805000194,1494540
350320805000195,766448
350320805000196,1047278
350320805000197,1162460
350320805000198,1133496
350320805000199,1010368
350320805000200,297840
350320805000201,710338
350320805000202,777670
350320805000203,1007198
350320805000204,328336
350320805000205,1058446
350320805000206,1086946
350320805000207,770714
350320805000208,583438
350320805000209,358176
350320805000210,906096
350320805000211,56982
350320805000212,1338468
350320805000213,340844
350320805000214,1673160
350320805000215,146380
350320805000216,2648572
350320805000217,516392
350320805000219,578954
350320805000220,260620
350320805000221,1114652
350320805000222,1469262
350320805000223,869278
350320805000224,757656
350320805000225,352300
350320805000226,3264408
350320805000227,1553360
350320805000228,659674
350320805000229,886678
350320805000230,1433160
350320810000001,247418
350320810000002,826554
350320810000003,127150
350320825000001,1713414
350320825000002,1662678
350320825000003,769490
350320825000004,776296
350320825000005,1534778
350320825000006,650812
350320825000007,658532
350320825000008,2164686
350320825000009,825444
350320825000010,1395444
350320825000011,1279268
350320825000012,1063550
350320825000013,773456
350320825000014,719472
350320825000015,1087970
350320825000016,820230
350320825000017,1911320
350320825000018,960170
350320825000019,1569252
350320825000020,802064
350320825000021,881640
350320825000022,1083056
350320825000023,1541756
350320825000024,848024
350320825000025,784902
350320825000026,660412
350320825000027,999582
350320825000028,944964
350320825000029,1048202
350320825000030,736714
350320825000031,587402
350320825000032,1718594
350320825000033,0
350320825000034,1272532
350320825000035,2302064
350320825000036,1492720
350320825000037,1895244
350320825000038,823984
350320825000039,982658
350320825000040,827018
350320825000041,858592
350320825000042,806024
350320825000043,1381584
350320825000044,1904318
350320825000045,1872142
350320825000046,1398340
350320825000047,1118884
350320825000048,841342
350320825000049,1254558
350320825000050,852212
350320825000051,1131672
350320825000052,1393480
350320825000053,1025228
350320825000054,1197326
350320825000055,794710
350320825000056,760536
350320825000057,723726
350320825000058,563180
350320825000059,440480
350320825000060,685334
350320825000061,508502
350320825000062,1040332
350320825000063,845686
350320825000064,817974
350320825000065,64320
350320825000066,557934
350320825000067,596810
350320825000068,793078
350320825000069,1338964
350320825000070,1181492
350320825000071,1228546
350320825000072,923350
350320825000073,1174460
350320825000074,193460
350320825000075,1234540
350320825000076,785844
350320825000077,76910
350320825000078,1173994
350320825000079,211342
350320825000080,1099808
350320825000081,0
350320825000082,0
350320825000083,95114
350320825000084,361680
350320825000085,1742682
350320825000086,760680
350320825000087,881132
350320825000088,292722
350320825000089,771432
350330705000001,964340
350330705000002,1994768
350330705000003,1622976
350330705000004,1643278
350330705000005,2056428
350330705000006,1476916
350330705000007,1727814
350330705000008,1323958
350330705000009,2026838
350330705000010,1770908
350330705000011,1212020
350330705000012,1045132
350330705000013,1832130
350330705000014,1401680
350330705000016,1727866
350330705000017,1099596
350330705000018,752710
350330705000019,449800
350330705000020,1484762
350330705000021,3251894
350330705000022,1160122
350330705000023,1258164
350330705000024,1481102
350330705000025,801742
350330705000026,769252
350330705000027,1108570
350330705000028,0
350330705000029,957630
350330705000030,949692
350330705000031,1644796
350330705000032,2786098
350330705000033,1519478
350330705000034,2219142
350330705000035,1141596
350330705000036,1674704
350330705000037,1250570
350330705000038,3008100
350330705000039,1145654
350330705000040,768090
350330705000041,769978
350330705000042,1453754
350330705000043,1042064
350330705000044,1075400
350330705000045,800172
350330705000046,1756630
350330705000047,2050078
350330705000048,794932
350330705000049,1016800
350330705000050,1459918
350330705000051,1099268
350330705000052,732396
350330705000053,1003876
350330705000054,760620
350330705000055,797076
350330705000056,398722
350330705000057,1056668
350330705000058,1687194
350330705000059,2981450
350330705000060,1946846
350330705000061,1734552
350330705000062,1427128
350330705000063,1833652
350330705000064,859594
350330705000065,595170
350330705000066,3444356
350330705000067,744888
350330705000068,2862860
350330705000069,1214728
350330705000070,1050442
350330705000071,1648912
350330705000072,512582
350330705000073,868422
350330705000074,1064326
350330705000075,969058
350330705000076,1172192
350330705000077,768054
350330705000078,917284
350330705000079,473082
350330705000080,1264440
350330705000081,1166688
350330705000082,251050
350330705000083,636204
350330705000084,446226
350330705000085,862202
350330705000086,645818
350330705000087,1011996
350330705000088,863000
350330705000089,805038
350330705000090,848374
350330705000091,978878
350330705000092,1142540
350330705000093,945932
350330705000094,1127344
350330705000095,1337414
350330705000096,589022
350330705000097,634080
350330705000098,454050
350330705000099,711020
350330705000100,861694
350330705000101,503826
350330705000102,394728
350330705000103,755866
350330705000104,571052
350330705000105,590340
350330705000106,699390
350330705000107,836494
350330705000108,495554
350330705000109,776734
350330705000110,461392
350330705000111,675866
350330705000112,698404
350330705000113,675782
350330705000114,736158
350330705000115,974532
350330705000116,1125138
350330705000117,1091408
350330705000118,810118
350330705000119,1739212
350330705000120,1249498
350330705000121,1543106
350330705000122,994550
350330705000123,1142090
350330705000124,497274
350330705000125,40
350330705000127,142618
350330705000128,798716
350330705000129,1078826
350330705000130,216738
350330705000131,81174
350330705000132,606092
350330705000133,410954
350330705000134,186034
350330705000135,304756
350330705000136,422520
350330705000137,120210
350330705000138,52508
350330705000142,1792506
350330705000143,836950
350330705000144,1213616
350330705000145,1235560
350330705000146,1371860
350330705000147,1136202
350330705000148,84924
350330705000149,2513576
350330705000150,645330
350330705000151,1096372
350330705000152,926402
350330705000153,1393600
350330705000154,1894752
350330705000155,773368
350330705000156,1860970
350330705000157,844064
350330705000158,772008
350330705000159,934846
350330705000160,575814
350330705000161,576156
350330705000162,2026764
350330705000163,3228940
350330705000164,1253640
350330705000165,1196036
350330705000166,661582
350330705000167,317504
350330705000168,2206176
350330705000169,676490
350330705000170,733024
350330705000171,600302
350330705000172,925726
350330705000173,614612
350330705000174,859732
350330705000175,180990
350330705000176,1251998
350330705000177,1027946
350330705000178,123598
350330705000179,128772
350330705000180,599872
350335605000001,1166910
350335605000002,87706
350335605000003,45998
350335605000005,99600
350335605000006,54150
350335605000007,96096
350335605000009,37312
350335605000010,214192
350340605000001,483860
350340605000002,397864
350340605000003,1310352
350340605000004,1163314
350340605000005,402708
350340605000006,650736
350340605000007,99350
350340605000008,42240
350340605000009,143052
350340605000011,333126
350340605000012,293442
350340605000013,177624
350340605000014,359874
350340605000015,490590
350340605000016,1494624
350340610000001,614044
350340610000002,134220
350340610000003,139914
350340610000004,230920
350340610000005,420090
350340610000006,273966
350350505000001,782020
350350505000002,453012
350350505000003,530908
350350505000004,295394
350350505000005,373338
350350505000006,102664
350350505000007,20484
350350505000008,14760
350360405000001,1070702
350360405000002,625816
350360405000003,958516
350360405000004,562286
350360405000005,536508
350360405000006,471988
350360405000007,449088
350360405000008,545942
350360405000009,290008
350360405000010,691176
350360405000011,1673806
350360405000012,668252
350360405000013,479008
350360405000014,631544
350360405000015,953738
350370305000001,1399120
350370305000002,811376
