id_setor_censitario,pessoas_5anos_mais_alfab
355030819000155,1004
355030819000156,602
355030819000157,379
355030819000158,599
355030819000159,776
355030819000160,506
355030819000161,613
355030819000162,893
355030819000163,383
355030819000164,553
355030819000165,716
355030819000166,825
355030819000167,584
355030819000168,594
355030819000169,692
355030819000170,374
355030819000171,102
355030819000172,526
355030819000173,659
355030819000174,838
355030819000175,663
355030819000176,720
355030819000177,323
355030819000178,875
355030819000179,712
355030819000180,398
355030819000181,1006
355030819000182,503
355030819000183,726
355030819000184,148
355030819000185,576
355030819000186,77
355030819000187,319
355030819000188,645
355030819000189,613
355030819000190,550
355030819000191,684
355030819000192,595
355030819000193,895
355030819000194,282
355030819000195,643
355030819000196,1059
355030819000197,181
355030819000198,811
355030819000199,815
355030819000200,1074
355030819000201,557
355030819000202,743
355030819000203,1487
355030819000204,538
355030819000205,446
355030819000206,822
355030819000207,994
355030819000208,895
355030819000209,286
355030819000210,908
355030819000211,314
355030819000212,767
355030819000213,1078
355030819000214,367
355030819000215,985
355030819000216,1357
355030819000217,467
355030819000218,377
355030819000219,724
355030819000220,440
355030819000221,570
355030819000222,495
355030819000223,472
355030819000224,869
355030819000225,609
355030819000226,796
355030819000227,1048
355030819000228,486
355030819000229,564
355030819000230,689
355030819000231,858
355030819000232,506
355030819000233,694
355030819000234,403
355030819000235,478
355030819000236,755
355030819000237,780
355030819000238,422
355030819000239,757
355030819000240,586
355030819000241,398
355030819000242,441
355030819000243,857
355030819000244,373
355030819000245,453
355030819000246,360
355030819000247,745
355030819000248,496
355030819000249,759
355030819000250,556
355030819000251,719
355030819000252,473
355030819000253,630
355030819000254,450
355030819000255,938
355030819000256,240
355030819000257,173
355030819000258,916
355030819000259,617
355030819000260,629
355030819000261,532
355030819000262,585
355030819000263,930
355030819000264,676
355030819000265,250
355030819000266,585
355030819000267,491
355030819000268,833
355030819000269,540
355030819000270,509
355030819000271,347
355030819000272,903
355030819000273,483
355030819000274,329
355030819000275,834
355030819000276,552
355030819000277,560
355030819000278,430
355030819000279,802
355030819000280,631
355030819000281,251
355030819000282,588
355030819000283,247
355030819000284,1076
355030819000285,494
355030819000286,253
355030819000287,799
355030819000288,219
355030819000289,954
355030819000290,782
355030819000291,545
355030819000292,605
355030819000293,821
355030819000294,835
355030819000295,1000
355030819000296,822
355030819000297,283
355030819000298,565
355030819000299,585
355030819000300,740
355030819000301,611
355030819000302,961
355030819000303,599
355030819000304,945
355030819000305,648
355030819000306,953
355030819000307,686
355030819000308,703
355030819000309,484
355030819000310,420
355030819000311,513
355030819000312,305
355030819000313,428
355030819000314,368
355030819000315,591
355030819000316,539
355030819000317,521
355030819000318,480
355030819000319,507
355030819000320,526
355030819000321,513
355030819000322,188
355030819000323,408
355030819000324,537
355030819000325,531
355030819000327,463
355030819000328,757
355030819000329,508
355030819000330,423
355030819000331,554
355030819000332,500
355030819000333,433
355030819000334,541
355030819000335,602
355030819000336,453
355030819000337,355
355030819000338,480
355030819000339,165
355030819000340,380
355030819000341,452
355030819000342,407
355030819000343,1029
355030819000344,579
355030819000345,591
355030819000346,493
355030819000347,609
355030819000348,406
355030819000349,481
355030819000350,667
355030819000351,370
355030819000352,396
355030819000353,715
355030819000354,272
355030819000355,392
355030819000356,381
355030819000357,437
355030819000358,260
355030819000359,684
355030819000360,1328
355030819000361,334
355030819000362,185
355030819000363,174
355030819000364,190
355030819000365,112
355030819000366,103
355030819000367,519
355030819000368,263
355030819000369,195
355030819000370,260
355030819000371,64
355030819000372,164
355030819000374,224
355030819000375,140
355030819000376,687
355030819000377,372
355030819000378,401
355030819000379,99
355030819000380,818
355030819000381,174
355030819000382,121
355030819000383,218
355030819000384,206
355030819000385,119
355030819000386,139
355030819000387,164
355030819000388,242
355030819000390,278
355030819000391,416
355030819000392,313
355030819000393,48
355030819000394,519
355030819000395,276
355030819000396,43
355030819000397,78
355030819000398,122
355030819000399,489
355030819000400,375
355030819000401,96
355030819000402,349
355030819000403,172
355030819000404,406
355030819000405,94
355030819000406,71
355030819000407,162
355030819000408,66
355030819000409,386
355030819000410,184
355030819000411,50
355030819000412,61
355030819000413,67
355030819000414,60
355030819000415,160
355030819000416,235
355030819000417,429
355030820000001,454
355030820000002,641
355030820000003,639
355030820000004,892
355030820000005,488
355030820000006,784
355030820000007,631
355030820000008,727
355030820000009,1003
355030820000010,877
355030820000011,499
355030820000012,534
355030820000013,506
355030820000014,576
355030820000015,517
355030820000016,751
355030820000017,489
355030820000018,746
355030820000019,677
355030820000020,1158
355030820000021,641
355030820000023,502
355030820000024,323
355030820000025,357
355030820000026,321
355030820000027,763
355030820000028,625
355030820000029,568
355030820000030,463
355030820000031,681
355030820000033,678
355030820000034,686
355030820000035,772
355030820000036,675
355030820000037,552
355030820000038,588
355030820000039,658
355030820000040,400
355030820000041,643
355030820000042,1424
355030820000043,684
355030820000044,683
355030820000045,738
355030820000046,581
355030820000047,670
355030820000048,694
355030820000049,1478
355030820000050,560
355030820000051,762
355030820000052,749
355030820000053,784
355030820000054,933
355030820000055,836
355030820000056,771
355030820000057,691
355030820000058,760
355030820000059,556
355030820000060,541
355030820000061,814
355030820000062,627
355030820000063,626
355030820000064,752
355030820000065,523
355030820000066,276
355030820000067,525
355030820000068,412
355030820000069,683
355030820000070,808
355030820000071,201
355030820000072,360
355030820000073,674
355030820000074,517
355030820000075,668
355030820000076,441
355030820000077,776
355030820000078,550
355030820000079,976
355030820000080,929
355030820000081,685
355030820000083,499
355030820000084,585
355030820000085,537
355030820000086,716
355030820000087,677
355030820000088,1149
355030820000090,794
355030820000091,714
355030820000092,682
355030820000093,582
355030820000094,973
355030820000095,722
355030820000096,681
355030820000097,1093
355030820000098,643
355030820000099,805
355030820000100,786
355030820000101,527
355030820000102,796
355030820000103,1456
355030820000104,619
355030820000105,853
355030820000106,892
355030820000107,668
355030820000108,606
355030820000109,570
355030820000110,786
355030820000111,540
355030820000112,957
355030820000113,1679
355030820000114,1024
355030820000115,483
355030821000001,731
355030821000002,739
355030821000003,781
355030821000004,692
355030821000005,360
355030821000006,749
355030821000007,567
355030821000008,680
355030821000009,297
355030821000010,1027
355030821000011,1051
355030821000012,657
355030821000013,693
355030821000014,672
355030821000015,736
355030821000016,613
355030821000017,521
355030821000018,348
355030821000019,418
355030821000020,570
355030821000021,795
355030821000022,493
355030821000023,794
355030821000024,609
355030821000025,664
355030821000026,667
355030821000027,474
355030821000028,531
355030821000029,746
355030821000030,832
355030821000031,444
355030821000032,587
355030821000033,469
355030821000034,529
355030821000035,693
355030821000036,330
355030821000037,722
355030821000038,502
355030821000039,629
355030821000040,605
355030821000041,504
355030821000042,758
355030821000043,581
355030821000044,431
355030821000045,815
355030821000046,415
355030821000047,489
355030821000048,560
355030821000049,493
355030821000050,807
355030821000051,730
355030821000052,536
355030821000053,762
355030821000054,623
355030821000055,613
355030821000056,815
355030821000057,565
355030821000058,532
355030821000059,524
355030821000060,539
355030821000061,698
355030821000062,538
355030821000063,586
355030821000064,702
355030821000065,805
355030821000066,896
355030821000067,944
355030821000068,494
355030821000069,481
355030821000070,633
355030821000071,862
355030821000072,470
355030821000073,768
355030821000074,436
355030821000075,560
355030821000076,737
355030821000077,701
355030821000078,999
355030821000079,655
355030821000080,795
355030821000081,764
355030821000082,605
355030821000083,397
355030821000084,419
355030821000085,427
355030821000086,687
355030821000087,429
355030821000088,400
355030821000089,902
355030821000090,947
355030821000091,627
355030821000092,444
355030821000093,700
355030821000094,517
355030821000095,601
355030821000096,804
355030821000097,766
355030821000098,615
355030821000099,544
355030821000100,522
355030821000101,745
355030821000102,696
355030821000103,535
355030821000104,600
355030821000105,684
355030821000106,607
355030821000107,324
355030821000108,224
355030821000109,610
355030821000110,673
355030821000111,655
355030821000112,484
355030821000113,364
355030821000114,484
355030821000115,482
355030821000116,842
355030821000117,376
355030821000118,365
355030821000119,676
355030821000120,661
355030821000121,297
355030821000122,276
355030821000123,421
355030821000124,518
355030821000125,263
355030821000126,581
355030821000128,61
355030821000129,516
355030821000130,368
355030821000131,367
355030821000132,463
355030821000133,220
355030822000001,307
355030822000002,555
355030822000003,772
355030822000004,940
355030822000005,351
355030822000006,651
355030822000007,964
355030822000008,954
355030822000009,794
355030822000010,847
355030822000011,457
355030822000012,391
355030822000013,629
355030822000014,672
355030822000015,677
355030822000016,756
355030822000017,978
355030822000018,564
355030822000019,260
355030822000020,873
355030822000021,816
355030822000022,321
355030822000023,485
355030822000024,749
355030822000025,565
355030822000026,1058
355030822000027,476
355030822000028,787
355030822000029,694
355030822000030,591
355030822000031,845
355030822000032,524
355030822000033,373
355030822000034,105
355030822000035,282
355030822000036,449
355030822000037,441
355030822000038,468
355030822000039,666
355030822000040,703
355030822000041,270
355030822000042,863
355030822000043,874
355030822000044,808
355030822000045,608
355030822000046,674
355030822000047,653
355030822000048,879
355030822000049,612
355030822000050,436
355030822000051,1031
355030822000052,1115
355030822000053,777
355030822000054,413
355030822000055,1099
355030822000056,1074
355030822000057,1250
355030822000058,610
355030822000059,911
355030822000060,868
355030822000061,1013
355030822000062,698
355030822000063,733
355030822000064,374
355030822000065,727
355030822000066,532
355030822000067,447
355030822000068,334
355030822000069,446
355030822000070,997
355030822000071,928
355030822000072,697
355030822000073,346
355030822000074,732
355030822000075,663
355030822000076,507
355030822000077,743
355030822000078,482
355030822000079,471
355030822000080,675
355030822000081,406
355030822000082,73
355030822000083,1137
355030822000084,1404
355030822000085,598
355030822000086,505
355030822000087,950
355030822000088,806
355030822000089,556
355030822000090,618
355030822000091,714
355030822000092,1104
355030822000093,270
355030822000094,898
355030822000095,768
355030822000096,659
355030822000097,1027
355030822000098,522
355030822000099,771
355030822000100,355
355030822000101,950
355030822000102,635
355030822000103,534
355030822000104,612
355030822000105,892
355030822000106,1070
355030822000107,1108
355030822000108,925
355030822000109,806
355030822000110,654
355030822000111,637
355030822000112,451
355030822000113,541
355030822000114,487
355030822000115,816
355030822000116,546
355030822000117,999
355030822000118,502
355030822000119,631
355030822000120,552
355030822000121,524
355030822000122,851
355030822000123,529
355030822000124,830
355030822000125,1329
355030822000126,645
355030822000127,727
355030822000128,347
355030822000129,268
355030822000130,245
355030822000131,633
355030822000132,597
355030822000133,512
355030822000134,631
355030822000135,739
355030822000136,1096
355030822000137,883
355030822000138,189
355030822000139,546
355030822000140,562
355030822000141,270
355030822000142,739
355030822000143,637
355030822000144,695
355030822000145,882
355030822000146,478
355030822000147,508
355030822000148,786
355030822000149,627
355030822000150,876
355030822000151,328
355030822000152,760
355030822000153,777
355030822000154,936
355030822000155,718
355030822000156,900
355030822000157,703
355030822000158,297
355030822000159,659
355030822000160,1128
355030822000161,413
355030822000162,764
355030822000163,789
355030822000164,1015
355030822000165,450
355030822000166,734
355030822000167,897
355030822000168,602
355030822000169,516
355030822000170,536
355030822000171,694
355030822000172,494
355030822000173,480
355030822000174,488
355030822000175,860
355030822000176,256
355030822000177,507
355030822000178,487
355030822000179,919
355030822000180,940
355030822000181,288
355030822000182,1297
355030822000183,839
355030822000184,639
355030822000185,478
355030822000186,690
355030822000187,712
355030822000188,596
355030822000189,495
355030822000190,723
355030822000191,777
355030822000192,596
355030822000193,642
355030822000194,688
355030822000195,734
355030822000196,886
355030822000197,861
355030822000198,922
355030822000199,307
355030822000200,705
355030822000201,769
355030822000202,454
355030822000203,233
355030822000204,285
355030822000205,485
355030822000206,486
355030822000207,546
355030822000208,712
355030822000209,562
355030822000210,836
355030822000211,240
355030822000212,390
355030822000213,414
355030822000214,775
355030822000215,415
355030822000216,719
355030822000217,906
355030822000218,183
355030822000219,828
355030822000220,588
355030822000221,390
355030822000222,480
355030822000223,808
355030822000224,989
355030822000225,569
355030822000226,548
355030822000227,561
355030822000228,612
355030822000229,1142
355030822000230,854
355030822000231,703
355030822000232,899
355030822000233,746
355030822000234,497
355030822000235,730
355030822000236,876
355030822000237,1120
355030822000238,519
355030822000239,819
355030822000240,677
355030822000241,153
355030822000242,84
355030822000243,576
355030822000244,764
355030822000245,737
355030822000246,608
355030822000247,877
355030822000248,888
355030822000249,681
355030822000250,890
355030822000251,1049
355030822000252,755
355030822000253,159
355030822000254,797
355030822000255,765
355030822000256,944
355030822000257,247
355030822000258,732
355030822000259,1091
355030822000260,1054
355030822000261,691
355030822000262,404
355030822000263,219
355030822000264,880
355030822000265,696
355030822000266,250
355030822000267,805
355030822000268,613
355030822000269,569
355030822000270,694
355030822000271,518
355030822000272,793
355030822000273,575
355030822000274,764
355030822000275,295
355030822000276,578
355030822000277,725
355030822000278,462
355030822000279,569
355030822000280,350
355030822000281,696
355030822000282,783
355030822000283,920
355030822000284,418
355030822000285,37
355030822000286,754
355030822000287,761
355030822000288,520
355030822000289,718
355030822000290,573
355030822000291,487
355030822000292,728
355030822000293,226
355030822000294,749
355030822000295,560
355030822000296,573
355030822000297,524
355030822000298,512
355030822000299,502
355030822000300,657
355030822000301,383
355030822000302,485
355030822000303,476
355030822000304,518
355030822000305,306
355030822000306,478
355030822000307,696
355030822000308,808
355030822000309,605
355030822000310,666
355030822000311,645
355030822000312,607
355030822000313,391
355030822000314,828
355030822000315,907
355030822000316,492
355030822000317,206
355030822000318,702
355030822000319,490
355030822000320,247
355030822000321,203
355030822000322,372
355030822000323,555
355030822000324,241
355030822000325,732
355030822000326,586
355030822000327,571
355030822000328,743
355030822000329,291
355030822000330,511
355030822000331,585
355030822000332,354
355030822000333,357
355030822000334,295
355030822000335,500
355030822000336,536
355030822000337,685
355030822000338,312
355030822000339,366
355030822000340,316
355030822000341,581
355030822000342,200
355030822000343,394
355030822000344,524
355030822000345,418
355030822000346,492
355030822000347,494
355030822000348,252
355030822000349,765
355030822000350,256
355030822000351,624
355030822000352,426
355030822000353,589
355030822000354,385
355030822000355,695
355030822000356,141
355030822000357,339
355030822000358,249
355030822000359,485
355030822000360,279
355030822000362,109
355030822000364,263
355030822000365,312
355030822000366,235
355030822000367,281
355030822000368,256
355030822000369,167
355030822000370,338
355030822000371,443
355030822000372,864
355030822000373,267
355030822000374,570
355030822000375,115
355030822000376,613
355030822000377,124
355030822000378,100
355030822000379,236
355030822000380,562
355030823000001,796
355030823000002,685
355030823000003,546
355030823000004,429
355030823000005,774
355030823000006,754
355030823000007,892
355030823000008,632
355030823000009,445
355030823000010,303
355030823000011,774
355030823000012,575
355030823000013,511
355030823000014,875
355030823000015,850
355030823000016,988
355030823000017,645
355030823000018,1367
355030823000019,913
355030823000020,1476
355030823000021,1045
355030823000022,756
355030823000023,647
355030823000024,890
355030823000025,776
355030823000026,816
355030823000027,309
355030823000028,433
355030823000029,302
355030823000030,771
355030823000031,494
355030823000032,629
355030823000033,596
355030823000034,195
355030823000035,718
355030823000036,767
355030823000037,896
355030823000038,791
355030823000039,1489
355030823000040,750
355030823000041,1122
355030823000042,857
355030823000043,617
355030823000044,1043
355030823000045,468
355030823000046,1012
355030823000047,620
355030823000048,1116
355030823000049,574
355030823000050,212
355030823000051,683
355030823000052,699
355030823000053,1240
355030823000054,709
355030823000055,612
355030823000056,687
355030823000057,778
355030823000058,625
355030823000059,654
355030823000060,656
355030823000061,816
355030823000062,768
355030823000063,854
355030823000064,547
355030823000065,911
355030823000066,1122
355030823000067,486
355030823000068,838
355030823000069,589
355030823000070,728
355030823000071,618
355030823000072,826
355030823000073,692
355030823000074,433
355030823000075,751
355030823000076,618
355030823000077,653
355030823000078,553
355030823000079,753
355030823000080,1067
355030823000081,1165
355030823000082,723
355030823000083,793
355030823000084,636
355030823000085,255
355030823000086,1217
355030823000087,534
355030823000088,825
355030823000089,570
355030823000090,1005
355030823000091,414
355030823000092,618
355030823000093,984
355030823000094,1321
355030823000095,1121
355030823000096,627
355030823000097,667
355030823000099,526
355030823000100,606
355030823000101,723
355030823000102,587
355030823000103,470
355030823000104,273
355030823000105,919
355030823000106,1018
355030823000107,683
355030823000108,1047
355030823000109,742
355030823000110,876
355030823000111,887
355030823000112,1171
355030823000113,1054
355030823000114,1133
355030823000115,915
355030823000116,735
355030823000117,785
355030823000118,677
355030823000119,826
355030823000120,699
355030823000121,692
355030823000122,681
355030823000123,695
355030823000124,184
355030823000125,631
355030823000126,923
355030823000127,746
355030823000128,1176
355030823000129,532
355030823000130,588
355030823000131,775
355030823000132,826
355030823000133,523
355030823000134,889
355030823000135,1221
355030823000136,880
355030823000137,1373
355030823000138,708
355030823000139,871
355030823000140,1325
355030823000141,682
355030823000142,1240
355030823000143,846
355030823000144,490
355030823000145,725
355030823000146,656
355030823000147,1295
355030823000148,863
355030823000149,776
355030823000150,872
355030823000151,588
355030823000152,1102
355030823000153,860
355030823000154,1085
355030823000155,783
355030823000156,1033
355030823000157,256
355030823000158,442
355030823000159,578
355030823000160,566
355030823000161,970
355030823000162,589
355030823000163,208
355030823000164,766
355030823000165,303
355030823000166,482
355030823000167,609
355030823000168,810
355030823000169,1321
355030823000170,544
355030823000171,509
355030823000172,397
355030823000173,559
355030823000174,1531
355030823000175,796
355030823000176,1426
355030823000177,330
355030823000178,907
355030823000179,566
355030823000180,388
355030823000181,973
355030823000182,740
355030823000183,27
355030823000185,751
355030823000186,1161
355030823000187,798
355030823000188,1016
355030823000189,406
355030823000190,796
355030823000191,394
355030823000192,370
355030823000193,182
355030823000194,1198
355030823000195,499
355030823000196,968
355030823000197,655
355030823000198,792
355030823000199,760
355030823000200,578
355030823000201,751
355030823000202,229
355030823000203,793
355030823000204,895
355030823000205,983
355030823000206,202
355030823000207,642
355030823000208,781
355030823000209,805
355030823000210,620
355030823000211,671
355030823000212,707
355030823000213,1157
355030823000214,614
355030823000215,1169
355030823000216,13
355030823000217,246
355030823000218,550
355030823000219,883
355030823000220,571
355030823000221,637
355030823000222,359
355030823000223,553
355030823000224,584
355030823000225,154
355030823000226,548
355030823000227,246
355030823000228,546
355030823000229,527
355030823000230,636
355030823000231,375
355030823000232,480
355030823000233,656
355030823000234,195
355030823000236,203
355030823000238,142
355030823000239,144
355030823000240,69
355030823000241,628
355030823000242,77
355030823000243,198
355030823000244,288
355030823000245,407
355030823000246,30
355030823000247,277
355030823000248,237
355030823000249,140
355030823000250,318
355030823000251,294
355030823000252,194
355030823000253,138
355030823000254,76
355030823000255,208
355030823000256,410
355030823000257,135
355030823000258,256
355030824000001,535
355030824000002,881
355030824000003,609
355030824000004,818
355030824000005,928
355030824000006,600
355030824000007,769
355030824000008,1046
355030824000009,846
355030824000010,526
355030824000011,401
355030824000012,682
355030824000013,269
355030824000014,653
355030824000015,835
355030824000016,749
355030824000017,783
355030824000018,404
355030824000019,700
355030824000020,608
355030824000021,787
355030824000022,1154
355030824000023,1034
355030824000024,784
355030824000025,434
355030824000026,620
355030824000027,637
355030824000028,512
355030824000029,449
355030824000030,799
355030824000031,729
355030824000032,328
355030824000033,695
355030824000034,515
355030824000035,1198
355030824000036,859
355030824000037,755
355030824000038,893
355030824000039,1290
355030824000040,586
355030824000041,585
355030824000042,753
355030824000043,990
355030824000044,731
355030824000045,554
355030824000046,952
355030824000047,1052
355030824000048,537
355030824000050,566
355030824000051,833
355030824000052,1188
355030824000053,804
355030824000054,910
355030824000055,886
355030824000056,310
355030824000057,789
355030824000058,385
355030824000059,692
355030824000060,453
355030824000061,962
355030824000062,906
355030824000063,189
355030824000064,782
355030824000065,1189
355030824000066,378
355030824000067,479
355030824000068,514
355030824000069,662
355030824000070,912
355030824000071,670
355030824000072,1784
355030824000073,746
355030824000074,800
355030824000075,796
355030824000076,923
355030824000077,670
355030824000078,733
355030824000079,346
355030824000080,382
355030824000081,374
355030824000082,338
355030824000083,691
355030824000084,761
355030824000085,590
355030824000086,1000
355030824000087,497
355030824000088,236
355030824000089,398
355030824000090,2288
355030824000091,478
355030824000092,601
355030824000093,964
355030824000094,804
355030824000095,376
355030824000096,953
355030824000097,609
355030824000098,547
355030824000099,645
355030824000100,454
355030824000101,940
355030824000102,1128
355030824000103,1014
355030824000104,1098
355030824000105,529
355030824000106,704
355030824000107,495
355030824000108,696
355030824000109,504
355030824000110,622
355030824000111,919
355030824000112,508
355030824000113,577
355030824000114,712
355030824000115,896
355030824000116,832
355030824000117,626
355030824000118,614
355030824000119,955
355030824000120,958
355030824000121,849
355030824000122,707
355030824000123,818
355030824000124,504
355030824000125,719
355030824000126,433
355030824000127,683
355030824000128,1029
355030824000129,646
355030824000130,914
355030824000131,559
355030824000132,557
355030824000133,497
355030824000134,416
355030824000135,510
355030824000136,829
355030824000137,513
355030824000138,682
355030824000139,705
355030824000140,623
355030824000141,1375
355030824000142,504
355030824000143,546
355030824000144,313
355030824000145,387
355030824000146,358
355030824000147,435
355030824000148,658
355030824000149,581
355030824000150,383
355030824000151,337
355030824000152,608
355030824000153,382
355030824000154,346
355030824000155,425
355030824000157,425
355030824000158,174
355030824000159,440
355030824000160,324
355030824000161,375
355030824000162,789
355030824000163,349
355030824000164,1058
355030824000165,2025
355030825000001,741
355030825000002,902
355030825000003,658
355030825000004,455
355030825000005,579
355030825000006,714
355030825000007,456
355030825000008,393
355030825000009,351
355030825000010,395
355030825000011,709
355030825000012,608
355030825000013,719
355030825000014,911
355030825000015,852
355030825000016,498
355030825000017,468
355030825000018,396
355030825000019,777
355030825000020,654
355030825000021,654
355030825000022,659
355030825000023,581
355030825000024,608
355030825000025,515
355030825000026,569
355030825000027,470
355030825000028,664
355030825000029,790
355030825000030,622
355030825000031,938
355030825000032,761
355030825000033,724
355030825000034,1072
355030825000035,551
355030825000036,302
355030825000037,755
355030825000038,606
355030825000039,711
355030825000040,573
355030825000041,801
355030825000042,719
355030825000043,576
355030825000044,363
355030825000045,467
355030825000046,893
355030825000047,715
355030825000048,352
355030825000049,542
355030825000050,236
355030825000051,631
355030825000052,848
355030825000053,353
355030825000054,500
355030825000055,605
355030825000056,845
355030825000057,549
355030825000058,557
355030825000059,578
355030825000060,874
355030825000061,691
355030825000063,331
355030825000064,568
355030825000065,621
355030825000066,387
355030825000067,865
355030825000068,323
355030825000069,614
355030825000070,511
355030825000071,416
355030825000072,383
355030825000073,660
355030825000074,523
355030825000075,646
355030825000076,770
355030825000077,959
355030825000078,1017
355030825000079,394
355030825000080,288
355030825000081,694
355030825000082,412
355030825000083,392
355030825000084,461
355030825000085,655
355030825000086,468
355030825000087,611
355030825000088,842
355030825000089,953
355030825000090,556
355030825000091,391
355030825000092,369
355030825000093,588
355030825000094,507
355030825000095,368
355030825000096,507
355030825000097,801
355030825000098,410
355030825000099,787
355030825000100,448
355030825000101,548
355030825000102,412
355030825000103,350
355030825000104,762
355030825000105,654
355030825000106,676
355030825000107,834
355030825000108,806
355030825000109,371
355030825000110,553
355030825000111,698
355030825000112,305
355030825000113,116
355030825000114,902
355030825000115,405
355030825000116,357
355030825000117,754
355030825000118,470
355030825000119,531
355030825000120,523
355030825000121,523
355030825000122,614
355030825000123,873
355030825000124,665
355030825000125,447
355030825000126,682
355030825000127,695
355030825000128,805
355030825000129,750
355030825000130,799
355030825000131,734
355030825000132,545
355030825000133,606
355030825000134,759
355030825000135,554
355030825000136,372
355030825000137,958
355030825000138,326
355030825000139,600
355030825000140,435
355030825000141,501
355030825000142,690
355030825000143,739
355030825000144,534
355030825000145,665
355030825000146,834
355030825000147,368
355030825000148,359
355030825000149,505
355030825000150,675
355030825000151,477
355030825000152,421
355030825000153,728
355030825000154,770
355030825000155,169
355030825000156,659
355030825000157,446
355030825000158,648
355030825000159,769
355030825000160,515
355030825000161,676
355030825000162,392
355030825000163,460
355030825000164,579
355030825000165,441
355030825000166,638
355030825000167,612
355030825000168,424
355030825000169,390
355030825000170,541
355030825000171,439
355030825000172,434
355030825000173,641
355030825000174,671
355030825000175,467
355030825000176,467
355030825000177,1095
355030825000178,769
355030825000179,764
355030825000180,803
355030825000181,452
355030825000182,558
355030825000183,404
355030825000184,531
355030825000185,604
355030825000186,843
355030825000187,477
355030825000188,665
355030825000189,587
355030825000190,621
355030825000191,629
355030825000192,493
355030825000193,673
355030825000194,662
355030825000195,662
355030825000196,1159
355030825000197,617
355030825000198,950
355030825000199,1009
355030825000200,1264
355030825000201,501
355030825000202,1155
355030825000203,720
355030825000204,4
355030825000205,762
355030825000206,570
355030825000207,564
355030825000208,574
355030825000209,342
355030825000210,474
355030825000211,648
355030825000212,392
355030825000213,529
355030825000214,571
355030825000215,612
355030825000216,750
355030825000217,380
355030825000218,349
355030825000219,603
355030825000220,540
355030825000221,734
355030825000222,1057
355030825000223,649
355030825000224,695
355030825000225,272
355030825000226,473
355030825000227,315
355030825000228,627
355030825000229,520
355030825000230,778
355030825000231,405
355030825000232,693
355030825000233,43
355030825000234,346
355030825000235,466
355030825000236,548
355030825000237,758
355030825000238,397
355030825000239,423
355030825000240,336
355030825000241,808
355030825000242,398
355030825000243,489
355030825000244,768
355030825000245,393
355030825000246,133
355030825000247,972
355030825000248,790
355030825000249,466
355030825000250,378
355030825000251,577
355030825000252,499
355030825000253,738
355030825000254,428
355030825000255,302
355030825000256,29
355030825000257,400
355030825000258,767
355030825000259,312
355030825000260,356
355030825000261,435
355030825000262,635
355030825000263,595
355030825000264,237
355030825000265,12
355030825000266,408
355030825000267,83
355030825000268,238
355030825000269,312
355030825000270,298
355030825000271,593
355030825000272,300
355030825000273,353
355030825000274,437
355030825000275,393
355030825000276,329
355030825000277,545
355030825000278,559
355030825000279,257
355030825000281,333
355030825000282,477
355030825000283,671
355030825000284,538
355030825000285,506
355030825000286,514
355030825000287,525
355030825000288,358
355030825000289,821
355030825000290,839
355030825000291,411
355030825000292,606
355030825000293,143
355030825000294,440
355030825000295,9
355030825000297,32
355030825000298,515
355030825000299,347
355030825000300,561
355030825000301,430
355030825000302,534
355030825000303,3
355030825000304,285
355030825000305,199
355030825000306,385
355030825000307,402
355030825000308,629
355030825000309,429
355030825000310,458
355030825000311,484
355030825000312,438
355030825000314,570
355030825000315,195
355030825000316,280
355030825000318,572
355030825000319,674
355030825000321,561
355030825000322,318
355030825000323,357
355030825000324,612
355030825000325,488
355030825000326,372
355030825000327,887
355030825000328,31
355030825000329,160
355030825000332,511
355030825000333,142
355030825000334,195
355030825000335,167
355030825000336,470
355030825000337,144
355030825000338,394
355030825000339,235
355030826000001,423
355030826000002,417
355030826000003,388
355030826000004,374
355030826000005,377
355030826000006,669
355030826000007,397
355030826000008,347
355030826000009,428
355030826000010,422
355030826000011,470
355030826000012,359
355030826000013,415
355030826000014,302
355030826000015,524
355030826000016,489
355030826000017,578
355030826000018,418
355030826000019,857
355030826000020,451
355030826000021,399
355030826000022,564
355030826000023,466
355030826000024,313
355030826000025,547
355030826000026,318
355030826000027,399
355030826000028,528
355030826000029,493
355030826000030,486
355030826000031,351
355030826000032,538
355030826000033,499
355030826000034,325
355030826000035,357
355030826000036,546
355030826000037,454
355030826000038,232
355030826000039,431
355030826000041,464
355030826000042,769
355030826000043,546
355030826000044,415
355030826000045,286
355030826000046,518
355030826000047,304
355030826000048,487
355030826000049,408
355030826000050,384
355030826000051,589
355030826000052,597
355030826000053,164
355030826000054,558
355030826000055,538
355030826000056,401
355030826000057,234
355030826000058,457
355030826000059,176
355030826000060,273
355030826000061,375
355030826000062,403
355030826000063,472
355030826000064,466
355030826000065,276
355030826000066,409
355030826000067,576
355030826000068,669
355030826000069,455
355030826000070,418
355030826000071,487
355030826000072,462
355030826000073,441
355030826000074,418
355030826000075,644
355030826000076,487
355030826000077,346
355030826000078,446
355030826000079,292
355030826000080,368
355030826000081,377
355030826000082,413
355030826000083,414
355030826000084,220
355030826000085,400
355030826000086,304
355030826000087,471
355030826000088,243
355030826000089,348
355030826000090,536
355030826000091,493
355030826000092,358
355030826000093,608
355030826000094,411
355030826000095,606
355030826000096,356
355030826000097,513
355030826000098,339
355030826000099,343
355030826000100,435
355030826000101,227
355030826000102,363
355030826000104,386
355030826000105,137
355030826000106,291
